@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R195-weka.filters.unsupervised.attribute.Remove-R207-weka.filters.unsupervised.attribute.Remove-R219-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute MedianDeviation numeric
@attribute StandardDeviation numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier5 numeric
@attribute fourier7 numeric
@attribute fourier9 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKCorrelation0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumAverage135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc37 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.536547,0.222941,0.263493,715,326,11,5,333,0.044616,0.004341,0.008269,0.00527,234810,12251,12894,14137,12094,9817,5472,4225,1511,316,202,302,140,155,0.000146,-0.458377,0.948105,101565,88.503,1.98571,0.022545,839.422,138.173,29068,25470,5405,1234,59,34,2348,1876,302,43,4,1050,4555,13541,10,24262,1002,243,1420,70,300986,19065,179,6407,235,61,182,28,305541,Quercus-coccifera
0.503553,0.265436,0.297209,633,320,9,0,333,0.057817,0.005224,0.006206,0.007151,275369,18987,15338,12217,10160,8050,4464,3515,1126,257,211,324,172,190,0.000162,-0.524721,0.9812,99725.5,67.7504,2.05162,0.009571,853.369,104.195,28872,19296,2092,904,46,50,1977,2024,402,15,3,1574,5007,16622,3,19730,604,302,2142,284,350825,24794,101,2696,399,47,135,10,355832,Quercus-coccifera
0.902916,0.199929,0.25304,467,208,9,0,221,0.10319,0.06568,0.13346,0.091907,380250,11473,12285,11919,8778,6445,2913,1976,1102,229,128,227,75,89,0.00017,-0.497759,0.918143,103633,49.3854,1.33385,0.032335,890.913,71.9754,25036,17117,2979,926,11,13,1674,1968,396,54,9,1226,4905,23783,15,21237,579,211,1025,90,401505,18465,282,3558,126,11,181,31,406410,Quercus-coccifera
0.487041,0.227183,0.260432,956,432,8,3,437,0.036455,0.008896,0.005545,0.009118,307081,12067,15330,17912,15404,11762,6138,3626,1071,334,221,349,112,135,0.000116,-0.431286,0.949467,101350,74.8527,2.22537,0.019312,759.577,117.75,51719,26259,3923,563,111,8,1985,2236,306,44,23,1175,5106,39377,4,16572,846,205,1291,90,320335,52710,241,4769,76,121,222,39,325441,Quercus-coccifera
0.47403,0.22322,0.262598,823,390,16,3,408,0.056909,0.009423,0.006814,0.001034,238773,13121,15424,17025,14577,11519,5888,3771,1421,348,198,327,166,140,0.00013,-0.450995,0.950094,101362,72.8039,2.07781,0.021462,800.248,114.182,36927,24214,2823,758,93,352,2656,1962,381,12,1,1639,4952,32006,46,22932,425,464,892,167,295656,24279,1008,3248,707,94,459,9,300608,Quercus-coccifera
0.726433,0.26888,0.30039,552,270,5,1,270,0.051973,0.022595,0.024066,0.008966,380392,21544,16353,9102,3870,2126,816,495,329,2,0,0,0,0,0.000727,-0.656659,0.96656,92175.3,9.23327,0.8349,0.022809,986.299,14.0157,0,333,114,4020,0,865,6717,1679,1087,17,0,1771,4381,0,0,209,45,40092,1554,345,433140,0,0,159,10274,0,78,1,437521,Quercus-coccifera
0.463065,0.215506,0.249437,784,356,4,0,356,0.083499,0.021286,0.012325,0.02076,232419,9917,11456,14801,14312,11595,6490,4412,1039,276,247,451,315,573,0.000108,-0.456897,0.960344,108098,103.874,2.23423,0.015679,781.27,159.554,23271,5702,2879,437,30,0,739,1834,253,122,9,549,4491,2836,0,1158,531,18,1523,12,291474,100059,60,3410,3,32,258,25,295965,Quercus-ilex
0.616691,0.217275,0.263236,764,386,1,0,380,0.084716,0.033932,0.017241,0.014263,59967,46975,33643,18827,8316,4853,2003,1157,528,278,168,390,12,0,0.000112,-0.505724,0.992107,96257,43.651,2.43751,0.000564,702.863,69.6079,21054,8133,2776,598,0,0,573,1979,324,286,7,516,4014,42514,31,5558,1915,10,2434,37,180107,47969,458,4691,3,0,41,96,184121,Quercus-ilex
0.592253,0.226137,0.271708,780,394,6,1,396,0.070761,0.024859,0.025742,0.020706,138408,32634,32579,24404,11780,6531,2109,999,789,192,58,28,6,0,0.000111,-0.528024,0.98387,98541.4,33.829,2.11951,0.010776,719.734,54.799,26383,12884,2867,577,2,0,1262,2198,353,361,0,646,4256,51387,12,8209,1746,112,2832,4,214453,49262,158,4613,6,2,454,105,218709,Quercus-ilex
0.646668,0.251917,0.296251,772,350,5,1,350,0.083313,0.026213,0.022614,0.023568,158247,10271,9551,12765,13650,12214,6922,4841,765,251,209,347,298,712,0.000103,-0.398443,0.937919,108404,135.515,2.39697,0.018821,767.14,211.39,22813,5759,2739,188,54,2,604,1494,114,48,6,341,4150,2016,13,832,240,105,655,1,235661,85609,112,2979,0,54,324,27,239811,Quercus-ilex
0.428713,0.226101,0.267047,860,376,2,0,372,0.067251,0.001147,0.000107,0.009545,190185,20925,16886,16331,16701,14459,9191,6773,1300,228,270,402,247,324,0.000107,-0.427466,0.97861,97885.5,131.807,2.99383,0.004409,699.126,217.975,56868,28948,4873,429,75,36,714,1930,194,123,10,543,4687,11914,44,6329,944,14,1734,4,266277,90112,352,5817,81,76,77,47,270964,Quercus-ilex
0.655339,0.210101,0.260853,815,375,3,1,371,0.047183,0.022209,0.008697,0.016296,310741,9347,11145,13548,11197,8886,4845,3414,844,264,245,452,262,451,0.000119,-0.469087,0.946035,107752,78.523,1.87629,0.021752,818.293,121.471,33133,7684,2562,397,0,0,780,1636,342,62,0,721,4622,7550,1,2157,378,45,820,13,338267,80953,33,2940,14,0,151,14,342889,Quercus-ilex
0.561271,0.241765,0.283317,836,304,5,1,304,0.054845,0.030482,0.002106,0.024076,186747,18352,13119,11425,12232,11549,7690,5465,722,178,225,397,298,911,0.00012,-0.515485,0.985249,105017,130.179,2.39164,0.004833,802.263,201.829,23203,12725,2247,142,0,0,341,1684,174,129,2,581,4432,1263,46,1447,455,12,1051,23,290231,77707,342,2702,0,0,42,12,294663,Quercus-ilex
0.658783,0.239443,0.289043,737,368,2,0,364,0.094232,0.049588,0.031131,0.021302,159523,24062,26978,19781,7521,3740,1175,939,557,328,391,742,165,10,0.000094,-0.471473,0.951601,107149,61.3839,1.92872,0.018615,709.61,88.9309,10814,2799,1601,405,0,0,657,1330,164,75,1,378,3967,4380,0,1064,384,364,317,0,195429,110139,0,1985,2,0,31,24,199396,Quercus-ilex
0.586619,0.224475,0.270096,35,20,2,1,17,0.062166,0.024152,0.002492,0.002001,219654,8345,4537,4893,6821,7747,8445,13401,9566,201,104,106,19,24,0.000139,-0.516256,0.992544,90691.8,202.084,2.87765,0.001752,747.611,389.361,48770,34274,21157,6044,0,0,3230,2897,168,110,7,892,4550,4744,0,2390,5310,293,737,60,294720,45819,7,26467,36,0,72,64,299270,Quercus-ilex
0.571327,0.249358,0.289442,763,297,1,0,291,0.083764,0.035907,0.016493,0.02042,39572,31635,21746,17845,11995,8021,3225,1598,609,372,200,185,8,0,0.000108,-0.484563,0.991008,96452.1,60.2591,2.76119,0.000955,690.916,102.402,22709,9692,3600,697,0,0,895,1529,384,156,0,590,3639,19024,0,6973,1503,745,1246,17,152278,54768,9,5103,8,0,24,25,155917,Quercus-ilex
0.612081,0.21968,0.267309,823,361,1,0,355,0.08485,0.040918,0.029192,0.010741,148134,17961,20215,15787,6527,3314,926,646,491,590,565,622,0,0,0.000108,-0.461119,0.954129,99611.4,59.9907,2.05924,0.016344,716.402,87.8892,14046,3882,1498,717,1,1,1023,1239,311,44,0,634,3945,87757,0,2186,236,552,103,21,161469,9714,0,1734,30,1,88,13,165414,Quercus-ilex
0.496091,0.238624,0.288774,18,19,4,0,22,0.050692,0.014606,0.01529,0.013687,197896,6287,4419,5172,7201,8062,8784,13593,10272,450,137,147,16,16,0.000124,-0.50164,0.990497,97530.4,252.443,2.93198,0.002744,759.216,471.163,54837,35220,11797,6015,1,32,4439,2615,203,39,5,971,4441,8945,0,3387,1470,305,492,24,274589,41930,8,13267,273,1,72,28,279030,Quercus-ilex
0.627276,0.205457,0.258053,718,331,2,2,323,0.081326,0.028948,0.02882,0.017937,176297,16000,11989,9716,10922,9963,6601,4687,862,204,161,305,195,589,0.000124,-0.522853,0.981235,106236,114.151,2.19052,0.007757,820.992,173.369,24697,6587,2526,185,55,2,639,1493,132,72,4,404,4074,4810,0,865,391,177,508,8,270335,60781,3,2917,0,55,314,24,274409,Quercus-ilex
0.600091,0.22882,0.27782,809,297,2,0,293,0.089983,0.032424,0.016945,0.008592,266053,12426,15785,17454,12200,8536,3846,1861,619,373,78,28,0,0,0.000121,-0.532612,0.966668,106473,36.1005,1.73999,0.019194,812.939,56.8572,24209,9543,3893,1041,0,0,1132,1772,355,166,0,633,4174,19816,0,5342,1343,794,1167,18,305048,63271,2,5236,17,0,101,38,309222,Quercus-ilex
0.505417,0.210868,0.247913,773,322,6,0,326,0.081659,0.018712,0.009909,0.009869,214085,9919,11962,14393,13718,11301,5863,2789,1149,123,30,20,0,0,0.000154,-0.501619,0.954468,100160,36.7264,1.78217,0.023303,842.168,62.5366,23741,21259,2277,2206,1,5,1932,1601,620,75,0,1413,4282,41265,0,18743,449,1120,990,218,277430,2276,2,2726,957,1,28,15,281712,Quercus-ilex
0.511216,0.231948,0.27736,1138,435,14,2,451,0.063287,0.037016,0.005894,0.021379,40690,31863,31346,29658,23830,18275,9899,6032,431,126,55,100,28,66,0.000179,-0.469369,0.994069,58591.7,49.9562,3.02307,0.000265,540.512,100.644,14192,67532,27921,213,0,0,2420,4549,178,1037,39,350,5281,386,5,54132,22885,859,14087,8,136565,57079,2298,50806,0,0,2302,1214,141846,Quercus-ilex
0.639436,0.214286,0.258148,789,359,3,0,357,0.102902,0.048497,0.020401,0.012836,196348,3729,4403,7102,10114,10585,8344,7596,1303,292,231,499,348,527,0.000112,-0.380612,0.910121,108603,148.558,2.19849,0.024728,802.729,232.164,22678,7733,3445,272,7,1,685,1537,161,31,4,460,4298,1333,11,1099,254,32,234,5,255455,73433,136,3699,1,7,231,11,259753,Quercus-ilex
0.555614,0.237375,0.286717,839,399,6,0,403,0.058902,0.036236,0.028054,0.017963,148467,27883,31488,27152,13468,8215,3160,1815,1012,174,92,64,1,1,0.000106,-0.498065,0.976613,98565.9,40.3549,2.20152,0.013836,697.542,67.0486,31747,16319,3420,683,41,14,1211,2194,328,240,1,858,4431,37017,66,9988,868,90,1212,42,215610,71143,504,4288,18,41,165,43,220041,Quercus-ilex
0.720688,0.213005,0.260909,626,316,6,3,314,0.037792,0.001037,0.002385,0.016568,196346,24098,12223,8531,8731,8169,6070,5325,1147,244,176,272,16,0,0.000152,-0.526615,0.972705,106065,50.4027,1.88385,0.011739,879.345,85.0464,18312,9438,4842,448,1,0,1018,1580,226,120,0,790,4088,2104,1,1663,2026,688,828,60,322904,47682,54,6868,0,1,101,21,326992,Quercus-ilex
0.687373,0.211833,0.265755,817,347,1,0,341,0.092672,0.048152,0.025958,0.014068,66103,46426,31663,16911,6248,3261,1302,1212,457,289,350,397,192,212,0.000099,-0.508995,0.989849,101793,62.2309,2.38005,0.001109,691.93,92.8831,16616,2471,1608,496,0,0,641,1661,289,93,2,430,3933,16583,0,1085,242,475,594,0,175364,86909,4,1850,21,0,16,12,179297,Quercus-ilex
0.512165,0.246288,0.282012,807,321,4,0,321,0.066349,0.029062,0.021236,0.003103,206699,17605,12760,12785,12692,10827,6866,5534,1454,308,225,366,234,543,0.000107,-0.482083,0.977676,107449,119.079,2.43541,0.007361,774.187,185.466,23494,5518,2568,290,16,0,623,1775,178,112,12,592,4566,2542,22,919,461,17,834,29,290282,100908,478,3029,1,16,345,31,294848,Quercus-ilex
0.431396,0.208487,0.256946,800,412,8,0,420,0.052637,0.011749,0.00164,0.003081,217369,5765,6063,8926,12515,13394,10881,10638,1568,312,296,528,397,808,0.000101,-0.401,0.955121,105619,169.521,2.71474,0.013196,735.292,280.343,27856,16435,4328,223,1,10,718,1804,176,133,0,543,4696,545,0,1605,514,10,1170,3,273088,115403,100,4842,55,1,55,12,277784,Quercus-ilex
0.442426,0.214891,0.256933,14,13,1,0,7,0.05653,0.000017,0.002359,0.000215,286064,4450,3348,2358,3230,4046,4653,8867,9002,482,130,128,4,2,0.000168,-0.577176,0.984625,102007,218.635,1.95288,0.009494,880.97,372.609,32807,27110,7063,4632,0,0,3602,1724,209,65,2,750,4043,3745,0,2251,284,421,137,25,347841,21926,13,7347,178,0,40,24,351884,Quercus-ilex
0.756354,0.254976,0.29522,876,359,5,0,361,0.065474,0.047812,0.017596,0.000787,46148,43169,36623,27276,13229,7102,2800,2023,530,228,276,494,119,26,0.0001,-0.509344,0.990805,99312.5,51.474,2.50535,0.002118,675.827,84.1097,24171,4609,2108,638,0,0,945,2013,351,303,4,618,4124,20244,0,1739,1060,690,1853,4,184127,92375,0,3168,40,0,68,46,188251,Quercus-ilex
0.678234,0.296549,0.328586,148,18,2,0,14,0.104119,0.030681,0.011074,0.002055,112365,16512,16733,11643,5694,3490,1087,1152,1000,0,0,0,0,0,0.000159,-0.470581,0.968134,85408.2,30.9139,2.21856,0.013345,743.412,50.6922,631,6121,596,1883,1,51,2991,1400,330,0,0,1812,3691,48,0,92847,10,1512,73,461,117107,0,0,606,3360,1,144,0,120798,Quercus-ilex
0.651373,0.226893,0.274624,769,357,2,1,351,0.078207,0.024301,0.023073,0.020359,211470,8480,11389,14769,12397,9611,4740,3102,919,271,271,356,31,2,0.000116,-0.46972,0.948489,106501,59.81,1.92785,0.022477,798.243,94.4749,27845,8141,3564,734,0,4,1136,1632,252,155,2,713,4154,14890,0,3127,820,816,615,13,257261,58541,17,4384,61,0,130,32,261415,Quercus-ilex
0.454983,0.197907,0.252315,1212,573,10,4,577,0.061736,0.060572,0.000649,0.013003,194093,39591,40421,26485,10904,6157,2360,1671,1236,429,412,662,309,113,0.000145,-0.579739,0.991103,90066.6,47.1392,1.95756,0.00517,751.98,75.0093,2,22211,10437,181,1672,0,2519,2808,81,52,1,528,5244,0,9885,120432,3345,654,1193,18,256145,676,18215,13782,0,1829,18450,22,261389,Quercus-petraea
0.49795,0.208529,0.253001,933,411,1,0,405,0.054495,0.017427,0.004632,0.009637,128579,34480,36536,27443,12151,6824,2191,858,449,226,231,488,433,344,0.000145,-0.559958,0.990065,89678,57.8361,2.05862,0.006004,750.353,87.5202,0,24559,10069,109,2523,0,805,1696,107,154,1,392,4455,0,5652,96102,3525,57,1427,2,212342,1340,13878,13594,0,3455,7611,8,216797,Quercus-petraea
0.439932,0.204005,0.241023,1001,483,5,3,479,0.044231,0.004962,0.01534,0.003501,232121,40675,39438,26996,10841,5975,2103,1476,655,351,381,487,109,39,0.000156,-0.593418,0.991816,89114.5,35.938,1.8523,0.006873,766.172,56.3458,7,22397,13685,195,1568,0,3125,2709,155,271,2,461,5048,0,5214,120964,6731,1063,3476,6,284892,1599,11207,20416,0,1828,22580,55,289940,Quercus-petraea
0.583167,0.223466,0.278624,913,383,2,0,379,0.14456,0.055413,0.024786,0.003586,179200,25346,27264,22239,11346,6486,1805,836,576,307,327,478,228,198,0.000169,-0.588733,0.983202,95371.3,55.1818,1.65328,0.010735,834.066,79.2197,8,20010,15000,31,1312,0,1211,1572,18,32,0,203,4318,0,2652,53482,10530,358,781,0,256736,342,6713,25530,0,1695,14743,8,261054,Quercus-petraea
0.529061,0.238396,0.272256,964,457,8,3,459,0.103866,0.047215,0.029364,0.013796,122427,9838,13333,17076,14761,10878,5387,3800,1893,375,245,600,530,786,0.000144,-0.344042,0.920308,91432.5,174.188,2.6408,0.016507,763.608,275.05,7285,36932,15607,1223,118,42,3723,1142,69,0,0,607,4522,949,0,69829,1774,329,16,2,184197,1104,54,17381,65,119,606,0,188719,Quercus-petraea
0.532503,0.223708,0.254607,916,461,2,6,445,0.087085,0.033384,0.021647,0.017767,143399,3856,4777,7442,10464,10859,8505,8534,4790,507,391,671,572,993,0.000169,-0.309246,0.88846,92174,338.326,2.70451,0.021127,818.535,542.485,817,47892,21552,3942,139,71,9471,895,40,0,0,489,4443,0,0,39236,408,505,0,0,214105,3209,349,21960,235,139,1691,0,218548,Quercus-petraea
0.49848,0.214149,0.246328,1047,467,1,2,457,0.104968,0.030825,0.027004,0.028085,136663,4162,4969,7503,10471,11050,9037,8969,3311,409,372,676,621,1207,0.000149,-0.313372,0.901812,92974.7,295.06,2.79737,0.018996,790.015,473.708,9902,48673,22548,2827,68,4,4416,1012,57,0,0,584,4567,605,0,35124,3693,93,9,5,200133,3949,196,26241,52,68,596,0,204700,Quercus-petraea
0.461146,0.212698,0.252776,981,471,4,1,469,0.090677,0.050922,0.004042,0.001837,233233,37934,36701,24569,9695,5182,2019,1452,937,429,368,461,92,6,0.000159,-0.586559,0.98781,91082.9,35.453,1.74391,0.00788,786.999,55.1575,2,22600,7842,80,7710,0,1487,2175,127,107,3,467,4846,0,1995,118681,3051,249,1268,5,284026,249,5681,10893,0,11733,15742,21,288872,Quercus-petraea
0.624415,0.211708,0.248017,982,479,2,0,475,0.119211,0.054575,0.005483,0.004097,181158,26421,31310,27417,12504,6901,2664,2041,836,390,329,626,373,302,0.000119,-0.514651,0.983206,99353.1,62.8562,2.19692,0.007752,754.438,95.852,28932,12548,2628,1014,15,21,1145,1905,480,181,1,676,4714,86133,2,6877,499,472,1184,13,255178,18042,56,3127,221,15,103,20,259892,Quercus-pubescens
0.444178,0.228437,0.262473,1081,525,1,3,513,0.074515,0.034487,0.046046,0.038214,168073,17796,22405,21917,13217,8266,3234,2303,1556,380,390,802,609,725,0.000108,-0.504153,0.982554,102627,91.4034,2.31724,0.009125,738.839,141.928,28154,12280,3705,889,53,201,1032,2029,514,122,2,779,4751,26624,0,3040,621,146,1176,36,229829,68093,45,4326,418,53,68,15,234580,Quercus-pubescens
0.5136,0.223789,0.268985,1079,515,3,0,513,0.131536,0.119742,0.062384,0.106588,230576,17830,20936,21137,12369,7718,3045,2318,998,448,384,683,516,504,0.000117,-0.485348,0.948808,107305,66.4255,1.79771,0.023005,806.113,102.793,27778,4733,1564,720,55,156,1026,2258,605,149,3,749,4920,17424,0,1944,170,122,968,21,299602,73019,8,1734,186,58,70,27,304522,Quercus-pubescens
0.6148,0.276155,0.311764,930,392,2,1,386,0.084377,0.045974,0.001649,0.01983,74905,38854,29813,22607,11189,6617,2675,1741,982,281,266,500,292,211,0.000113,-0.501319,0.992481,97869.6,67.8322,2.56421,0.000428,722.233,110.02,25841,5928,1985,534,61,113,838,2138,462,94,1,981,4388,17664,0,2542,412,65,1873,79,208907,71967,11,2397,25,68,122,18,213295,Quercus-pubescens
0.378833,0.175979,0.215491,1137,559,1,2,549,0.101117,0.077046,0.10434,0.067886,185122,19433,22710,23038,13174,8316,2876,1998,804,385,382,660,452,952,0.000112,-0.49168,0.973373,103288,88.9208,2.15482,0.013825,760.188,137.848,30557,9920,3294,584,63,6,863,2396,708,75,0,716,4896,31922,1,2890,499,88,1334,20,250721,62044,70,3793,1,64,238,20,255617,Quercus-pubescens
0.459344,0.238893,0.271291,962,468,5,4,462,0.102534,0.050008,0.017452,0.004918,120746,38286,32339,26600,13552,8100,3102,2396,1104,327,307,542,226,266,0.000119,-0.531039,0.99391,99042.6,61.2205,2.45284,0.000887,750.718,101.197,28710,10285,2584,709,20,128,1250,2438,593,181,1,1086,4784,31297,0,4086,795,323,2502,128,265313,65626,62,3379,34,20,74,31,270097,Quercus-pubescens
0.445998,0.188828,0.227029,1028,500,4,3,494,0.114342,0.053893,0.003845,0.033767,109838,35696,29983,24240,11912,6832,2327,1402,822,354,302,487,379,699,0.000127,-0.512567,0.991191,96724.7,70.3638,2.364,0.001021,758.63,107.965,20639,5062,1903,712,57,172,1033,2711,926,150,3,1247,4893,21591,0,2034,456,96,3755,165,252324,66080,10,2359,54,64,105,30,257217,Quercus-pubescens
0.51595,0.253902,0.293744,887,405,1,0,399,0.095935,0.036007,0.04026,0.040486,77255,43857,33441,24433,11470,6535,2313,1512,639,285,273,418,186,162,0.000128,-0.501323,0.991176,94027.2,53.1175,2.44583,0.000734,739.446,86.6234,23985,7612,1640,824,54,88,1202,2258,868,121,3,1337,4421,32387,0,2607,398,140,4188,296,233530,54336,56,2038,45,55,228,11,237951,Quercus-pubescens
0.77318,0.239192,0.283597,588,331,2,1,325,0.095185,0.039871,0.020728,0.010689,205154,13006,13953,11123,5236,2840,1201,941,606,184,68,46,2,0,0.000134,-0.549047,0.943943,107376,35.7414,1.3259,0.029995,851.568,49.3351,9814,5974,2154,501,0,2,694,1586,195,121,1,382,3669,14523,5,5196,477,40,837,1,230711,37951,171,2631,1,0,26,61,234380,Rhamnus-alaternus
0.483372,0.222967,0.27743,764,307,3,0,305,0.095606,0.035034,0.018237,0.014154,261274,23142,24617,19727,9726,5539,2064,1381,1056,54,9,1,0,0,0.000128,-0.532474,0.960168,101947,22.9453,1.60338,0.023395,799.647,36.0462,16856,10374,969,1105,0,348,1620,1316,768,150,0,1558,4211,93294,0,12137,346,148,491,181,293641,10515,0,1315,1311,0,0,5,297852,Rhamnus-alaternus
0.53666,0.199448,0.248814,665,381,3,0,379,0.071636,0.034885,0.027064,0.010811,167481,14401,17265,16681,10937,7429,3437,2944,812,153,38,26,0,0,0.000103,-0.475777,0.966061,103758,47.9414,2.16854,0.016775,726.338,77.544,22808,8761,2987,994,0,414,1377,1506,364,121,0,681,3957,14897,0,5116,1104,290,609,6,201849,76281,0,4091,949,0,8,21,205806,Rhamnus-alaternus
0.547208,0.21829,0.27179,738,318,2,0,314,0.110823,0.029388,0.018273,0.010533,190366,14584,18106,17561,11140,7338,3187,3001,1460,223,54,16,0,0,0.000103,-0.461118,0.948944,106055,49.9303,2.00088,0.020759,746.506,78.7591,25112,6466,2221,753,0,101,1154,1314,603,33,0,855,4019,11853,0,2662,181,54,168,20,230117,87118,0,2402,329,0,0,3,234136,Rhamnus-alaternus
0.500209,0.231684,0.280073,767,326,1,0,320,0.090703,0.04349,0.022848,0.013664,144030,25402,23091,18745,11399,8494,4189,3419,1178,134,22,8,0,0,0.000099,-0.526184,0.988989,103879,42.6526,2.33079,0.003937,708.595,69.7847,21100,9311,4331,831,0,80,1344,1883,670,175,1,777,4063,13297,0,5269,2331,145,1723,17,220177,94401,0,6662,359,0,1,16,224240,Rhamnus-alaternus
0.643889,0.238057,0.275494,752,334,2,0,330,0.125266,0.044657,0.015536,0.014246,193061,24514,26896,21247,10073,5507,2364,2448,1270,90,6,0,0,0,0.000113,-0.499531,0.951455,104751,35.2828,1.75001,0.022764,774.879,53.1938,29147,6936,1893,1052,0,387,1482,1396,513,73,2,827,4065,44951,0,4206,343,187,198,3,254889,46023,0,2236,1727,0,9,2,258954,Rhamnus-alaternus
0.552944,0.234187,0.280432,783,295,1,0,289,0.100995,0.040462,0.015708,0.008344,110687,24306,17307,13990,11196,9279,6158,5132,1182,180,68,61,12,16,0.000169,-0.496835,0.989929,84653.2,59.7918,2.57799,0.001103,756.325,96.494,22528,19509,12751,4015,0,12,1233,1700,967,400,0,625,4001,32753,0,5806,5581,100,3404,18,230483,14996,0,18332,699,0,0,39,234484,Rhamnus-alaternus
0.687603,0.236079,0.284092,722,311,2,0,307,0.108053,0.032477,0.012006,0.0076,133074,20076,16250,13064,8053,5541,2529,2136,944,190,90,93,28,4,0.000138,-0.511782,0.991842,93844.9,70.0378,2.50778,0.000628,766.58,105.479,13083,11136,2928,1301,0,46,1151,1279,683,100,0,800,3879,73186,0,5668,365,43,276,14,197726,1480,2,3293,623,0,0,5,201605,Rhamnus-alaternus
0.690746,0.215529,0.260748,795,356,1,0,350,0.084377,0.031945,0.001564,0.007287,90175,37023,28018,17802,9546,6658,3878,3468,1416,215,36,51,0,0,0.000118,-0.507101,0.991582,94050.5,53.4663,2.51109,0.000632,709.074,83.9676,24836,9336,6208,1373,5,28,1355,1567,492,124,0,625,4072,18236,0,3952,2315,209,417,1,208703,71502,27,8523,422,5,37,22,212775,Rhamnus-alaternus
0.690368,0.233519,0.283724,830,323,2,1,317,0.106896,0.042597,0.021265,0.009855,138854,16044,19744,19580,12194,7920,3536,3128,1831,455,180,142,4,0,0.000103,-0.436864,0.957674,100879,62.756,2.32999,0.016414,703.569,99.6155,26864,9019,5222,638,13,41,1036,1648,312,121,0,656,4009,11192,0,4486,2646,83,467,1,188736,84107,3,7868,123,13,25,45,192745,Rhamnus-alaternus
0.609974,0.237249,0.284391,687,330,1,1,322,0.086844,0.036647,0.026861,0.011784,186617,21572,24045,20361,10543,6231,2451,2175,1285,100,22,8,0,0,0.000108,-0.496343,0.947839,107838,38.1332,1.72181,0.024148,778.727,57.2993,20824,5171,1359,683,0,332,1306,1364,517,92,2,833,3964,16420,0,2816,152,140,374,6,251589,76246,0,1511,1133,0,2,18,255553,Rhamnus-alaternus
