@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R56,69,82-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH7 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH31 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKAngular2ndMoment0 numeric
@attribute HARALICKInverseDiff.Moment0 numeric
@attribute HARALICKSumAverage0 numeric
@attribute HARALICKInformationMesuresofCorrelation10 numeric
@attribute HARALICKInformationMesuresofCorrelation20 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKContrast135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_45 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc26 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc46 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
184874,5168,7079,9152,13128,11304,6661,4066,871,344,264,158,244,165,50,7,0.116645,0.559619,377.566,-0.462313,0.98219,81398.7,145.207,387310,150.88,0,5346,48443,43,9,20379,1,18714,1907,0,88,2,771,4335,0,0,930,56518,0,4891,225,6,192971,0,38,0,11,51,197306,Syringa-vulgaris
208237,36169,32343,23885,5833,1923,911,832,388,274,279,271,520,526,543,820,0.195074,0.678067,322.912,-0.521808,0.975384,108027,96.3668,350586,97.8874,5714,2255,583,363,10,12,59,737,1020,2,8,8,627,4202,1802,0,654,8,4,22,457,16,216092,151284,1,1,22,315,220294,Syringa-vulgaris
126964,29645,29326,26874,12084,4571,1555,1309,693,432,314,192,210,20,0,0,0.009051,0.554413,313.565,-0.567633,0.997222,78894.3,80.3364,298709,82.7881,2,40400,16676,17,0,651,0,857,2424,0,180,1,1111,4487,0,11327,45508,6567,0,3,1326,130,178042,19606,36328,0,8,401,182529,Syringa-vulgaris
168843,33291,30102,21968,5576,1766,672,512,574,343,304,279,527,521,342,154,0.408543,0.769802,390.663,-0.536341,0.947355,103247,86.2324,437022,87.2519,6406,5401,584,620,0,0,157,712,849,9,1,0,556,4115,81339,0,3704,2,45,31,18,0,223091,3541,0,3,1,440,227206,Syringa-vulgaris
162082,47973,35983,21864,4175,1260,485,509,335,229,194,189,387,455,517,894,0.370069,0.768035,373.903,-0.526185,0.945362,105061,98.7901,414864,99.7583,16698,3124,721,400,0,1,116,477,890,4,0,0,317,4116,79550,0,1117,3,20,23,66,0,228093,17595,9,58,2,357,232209,Syringa-vulgaris
207944,45433,38405,26843,5969,1897,922,907,909,256,250,250,483,505,446,406,0.302628,0.720128,343.493,-0.519531,0.961829,107398,84.201,376071,85.4165,13904,3347,871,538,5,4,93,825,988,23,2,0,530,4403,12775,0,1232,5,0,29,12,0,246223,129439,5,1,8,348,250626,Syringa-vulgaris
182240,37839,41147,35380,13021,3783,1300,740,521,395,362,325,628,759,448,64,0.251063,0.685945,353.992,-0.506517,0.966625,103855,77.6981,385238,79.1431,31288,3586,648,551,11,35,35,873,893,7,16,0,742,4388,70482,1,1033,11,0,25,110,9,253386,52519,11,3,9,431,257774,Syringa-vulgaris
164242,48073,36903,23725,5352,1960,813,759,646,235,189,234,496,536,542,696,0.365423,0.759009,375.448,-0.514745,0.945332,105590,98.0223,417808,99.1305,18815,3676,679,631,0,0,72,704,813,12,0,0,449,4208,72544,0,1157,2,0,9,18,0,239956,24909,1,2,1,320,244164,Syringa-vulgaris
144729,46668,49762,46283,20203,5988,1297,1046,665,340,350,346,625,671,461,236,0.123516,0.575498,314.956,-0.442895,0.968999,89753.8,103.395,315405,106.033,11605,72658,7209,96,39,594,1,422,2156,0,75,2,374,4976,60,220,57873,563,0,13,287,0,224121,76969,6552,1,12,183,229097,Syringa-vulgaris
158756,44010,37715,27176,7607,2687,1010,600,489,287,272,285,491,227,59,5,0.268302,0.710253,354.631,-0.549504,0.974725,96112.6,67.6678,375398,68.7352,18996,15498,178,716,0,0,270,1210,333,25,1,0,998,4252,84589,0,23188,0,95,59,0,5,207770,8346,0,0,0,638,212022,Syringa-vulgaris
132834,43283,50652,48850,25061,8111,1699,1268,627,335,402,372,552,497,319,231,0.103852,0.541309,311.616,-0.428953,0.969834,88050,101.931,309001,105.039,5377,79032,9232,124,3,394,9,579,2309,0,38,0,401,4973,5,94,78500,912,1,41,316,1,225459,57543,16098,2,2,285,230432,Syringa-vulgaris
260307,41574,37265,26916,5360,1337,561,536,381,291,216,237,326,425,466,814,0.332177,0.748773,372.792,-0.532737,0.955768,105601,76.7145,413928,77.5905,23560,2471,700,433,11,9,108,561,853,27,5,1,500,4397,84186,0,871,13,22,31,20,5,290658,39384,0,3,0,417,295055,Syringa-vulgaris
194224,44594,32882,20822,4436,1713,833,783,457,291,235,273,542,453,255,26,0.246868,0.736605,358.015,-0.565128,0.975969,105876,68.0638,393582,69.0302,19912,3366,733,640,0,1,145,972,996,24,1,0,643,4256,42591,0,1197,76,31,67,284,0,236503,70534,1,18,5,435,240759,Syringa-vulgaris
301458,45898,42060,31305,8241,2316,870,689,636,348,266,258,589,542,440,175,0.291546,0.729558,363.136,-0.530291,0.961247,103166,54.1926,396829,55.0591,25970,3417,929,773,0,1,40,882,1326,5,1,1,639,4792,136421,0,1530,68,0,32,411,0,328538,25085,0,17,9,574,333330,Syringa-vulgaris
176609,38767,35373,26935,6917,1868,653,593,475,280,200,224,543,431,198,78,0.060244,0.652024,357.857,-0.569914,0.991848,89662.4,72.1739,370866,73.5424,14531,20251,1143,1558,0,34,21,1300,828,9,44,1,931,4253,14903,0,99791,88,0,57,34,3,205707,794,0,0,0,450,209960,Syringa-vulgaris
434817,14514,10620,7288,2543,953,422,278,232,207,235,183,300,139,46,16,0.705017,0.907265,464.473,-0.606355,0.847463,96288.7,29.9384,548646,30.0694,236,8175,7467,2926,0,0,178,1008,332,3,0,0,527,4017,238,0,29793,17671,24,149,0,4,432961,0,0,0,0,189,436978,Syringa-vulgaris
262388,41369,39485,31200,9796,3191,1244,834,657,414,288,278,677,674,439,143,0.241516,0.718002,365.974,-0.551605,0.975096,103577,67.0466,401405,68.1186,20847,5793,716,657,25,21,62,801,1281,14,11,1,704,4706,102658,0,3350,0,1,15,161,10,307256,41674,18,26,9,580,311962,Syringa-vulgaris
153309,61240,37226,21937,5012,1808,693,635,482,241,193,170,373,390,382,996,0.004897,0.626974,329.408,-0.602704,0.997712,85873.6,96.7145,327949,98.0004,23190,7825,2170,313,0,36,0,174,1370,0,24,55,68,4484,59590,0,3344,85,0,0,171,0,244802,68693,0,12,783,115,249286,Syringa-vulgaris
349509,16434,19167,18974,10936,4892,1873,1339,698,284,237,221,391,434,357,636,0.48023,0.768595,394.187,-0.495783,0.92184,111577,77.6812,453764,78.7887,12734,3099,898,585,29,7,76,927,1363,9,3,0,743,4564,5355,0,764,79,4,172,334,48,363248,111424,0,8,2,551,367812,Ulmus-minor
386128,13313,16204,17470,13533,7403,2941,1620,753,289,268,211,416,224,133,59,0.46398,0.762965,402.915,-0.503908,0.931343,108800,60.9232,463266,62.0555,24781,5724,979,606,49,50,93,1386,1452,10,12,0,1101,4811,17299,6,2997,150,0,196,920,67,404226,87874,80,3,1,515,409037,Ulmus-minor
299466,20210,19685,19493,12708,5725,2044,1268,545,241,202,167,356,356,343,695,0.041912,0.704093,388.07,-0.625347,0.995194,106157,80.0143,437047,81.4385,16127,3391,1273,749,1,1,35,836,1651,0,2,0,1081,4528,7792,0,1192,1116,2,59,3054,240,350197,97647,7,55,0,816,354725,Ulmus-minor
253696,9098,11930,14577,15213,9954,4657,2693,1014,368,315,308,564,502,545,760,0.363038,0.720946,385.576,-0.470314,0.937877,109208,127.629,437606,130.297,25182,5403,1095,369,8,20,101,889,1023,29,10,0,619,4448,6541,28,1519,8,5,201,70,0,301916,88832,531,7,0,273,306364,Ulmus-minor
258100,23826,22484,22176,14909,6994,2369,1324,631,303,213,197,346,378,326,819,0.052132,0.686502,375.395,-0.597016,0.992877,106012,92.9769,418234,94.7719,23204,3250,1133,675,7,6,77,863,1650,1,17,0,1016,4597,12636,58,844,346,0,79,1241,79,321374,100591,552,9,0,853,325971,Ulmus-minor
305866,19232,20258,20304,13668,6744,2505,1571,571,278,196,173,404,324,309,589,0.125736,0.716761,385.268,-0.58636,0.985915,109391,78.6454,437358,80.1173,14676,3223,1205,752,2,4,24,934,1678,1,2,0,923,4585,7323,0,1155,422,0,84,1340,109,347556,112174,0,12,2,902,352141,Ulmus-minor
273539,13382,17297,19182,14914,8241,3221,2003,681,335,282,298,551,571,490,637,0.404366,0.707748,369.301,-0.439056,0.922949,111501,104.294,417136,106.409,13193,3147,1120,557,0,2,115,644,1141,6,0,0,567,4458,3654,0,529,38,13,137,161,2,302950,126215,16,3,4,412,307408,Ulmus-minor
259490,24865,26203,24778,13333,5779,2115,1510,743,316,244,227,392,392,340,815,0.092066,0.682903,366.743,-0.574058,0.989118,106420,96.3924,406452,98.1373,21807,3545,1165,574,151,52,121,999,1659,0,12,0,1089,4747,18001,19,1539,395,3,96,1250,92,304292,105245,297,5,1,750,309039,Ulmus-minor
294533,18887,18428,18702,12990,6022,2210,1370,512,249,212,171,403,346,303,800,0.049364,0.709614,388.571,-0.612464,0.993399,107451,80.944,439592,82.354,12220,3001,1203,487,0,8,2,690,1698,0,2,0,952,4525,4526,0,1021,683,0,23,2355,117,347628,104531,3,38,1,636,352153,Ulmus-minor
364835,9718,12426,13799,12396,7764,3237,2027,840,396,321,267,499,335,208,133,0.483494,0.7626,403.336,-0.482298,0.918652,109355,77.3902,464709,78.8096,22045,5823,958,633,26,9,146,1201,1259,9,14,0,934,4672,11593,25,2698,51,4,152,284,14,378679,86691,383,2,0,427,383351,Ulmus-minor
249706,18721,23158,24007,15652,7083,2325,1351,687,341,282,302,538,505,480,954,0.346812,0.690182,354.465,-0.448232,0.936268,111727,108.012,396799,110.038,7364,2124,942,478,3,3,167,751,1127,2,5,0,514,4543,1848,0,406,28,27,131,135,1,282787,144828,68,2,0,412,287330,Ulmus-minor
257712,18857,19450,20400,15447,8101,2960,1479,551,206,185,168,330,310,261,646,0.085376,0.681351,379.052,-0.572157,0.989411,106034,94.6562,423576,96.6196,28685,4241,1425,619,3,5,13,796,1881,0,8,0,846,4565,19474,0,1403,1002,0,151,2146,57,316740,84745,3,60,3,602,321305,Ulmus-minor
283815,19487,22525,22315,12230,5012,1717,1074,630,267,218,229,411,351,349,867,0.408594,0.729963,376.304,-0.477037,0.932926,111261,91.0665,426846,92.4664,12016,2360,1137,537,0,15,6,549,1469,1,5,0,635,4483,5307,16,403,113,0,8,492,28,309861,119070,141,11,2,488,314344,Ulmus-minor
269823,19558,20176,20508,13832,6473,2436,1637,605,289,275,237,476,421,373,984,0.041812,0.682853,375.368,-0.601212,0.993996,106031,94.7156,418224,96.5536,18842,4675,983,729,3,4,59,1016,1556,1,5,0,1342,4647,9406,1,1962,437,1,146,1703,253,317655,103043,41,9,0,881,322302,Ulmus-minor
297536,18159,18279,18588,14018,7174,2529,1129,460,192,226,174,371,299,259,717,0.055807,0.705124,388.485,-0.602034,0.991877,106120,80.2857,437614,81.7661,22842,3164,1270,499,3,6,0,651,1604,0,4,0,814,4534,12740,0,783,627,0,83,1699,68,349155,91392,19,65,0,659,353689,Ulmus-minor
280909,20813,24061,24481,14572,6335,2412,1751,630,288,245,242,444,364,424,1085,0.221381,0.689545,363.344,-0.521348,0.972457,110599,97.1027,407468,98.9401,10481,2437,1111,600,0,3,89,999,1593,0,4,0,882,4656,3272,0,443,230,2,248,963,49,314671,142038,2,30,1,637,319327,Ulmus-minor
250996,21086,23969,24314,15665,7310,2818,1761,557,266,253,248,522,450,472,847,0.049771,0.647679,349.086,-0.570814,0.992347,106618,100.469,382414,102.693,17684,2704,988,621,22,3,162,933,1520,2,2,0,1183,4672,6757,0,557,278,46,257,1305,115,285428,137829,3,10,0,850,290100,Ulmus-minor
294223,13916,17416,18942,14287,7911,3001,1782,791,313,310,291,632,596,475,499,0.38952,0.713474,376.783,-0.469269,0.939343,108898,97.2553,424250,99.1405,25261,4693,1079,687,2,5,170,1007,1284,9,8,0,841,4644,15012,0,1482,120,22,208,432,63,316394,100821,54,21,0,569,321038,Ulmus-minor
299274,4898,5679,7232,10345,9794,6781,6426,3098,251,162,52,51,16,8,14,0.445155,0.714877,461.014,-0.420257,0.915152,88975.8,135.716,532347,139.516,0,1402,119,2,3750,490,13327,2681,507,0,493,0,2155,4457,0,84,212,4,3883,772,51,384,328884,439,588,0,0,3,333341,Ulmus-minor
256542,19288,19873,20978,15912,8164,3019,1748,651,307,189,221,459,416,348,825,0.0265,0.666189,368.714,-0.60137,0.995301,103961,96.1752,405823,98.243,22516,4116,1118,549,29,14,139,796,1612,2,26,0,1122,4614,10045,1,1699,547,13,73,1355,89,314879,106479,87,40,1,649,319493,Ulmus-minor
330331,12264,15675,17833,15261,8346,3357,1760,630,266,195,188,355,353,332,665,0.36694,0.722103,382.63,-0.501483,0.951715,110075,85.992,434406,87.7062,21766,3450,1124,703,11,8,51,722,1510,1,2,0,885,4635,8452,0,1440,497,19,20,1144,104,348477,112028,1,33,0,769,353112,Ulmus-minor
374477,13262,15801,16363,11371,5400,2115,1327,582,213,187,165,288,279,237,346,0.473672,0.785279,414.827,-0.543607,0.941157,108041,64.983,480969,65.897,20029,5212,875,765,24,12,37,1006,1446,1,3,1,951,4559,27596,0,2989,321,5,94,1309,75,393923,59989,42,4,1,841,398482,Ulmus-minor
301767,13695,17361,19443,15335,8580,3158,1936,849,335,316,353,555,555,412,472,0.395378,0.709975,372.7,-0.451969,0.929863,109952,95.6255,419816,97.6045,23803,3754,979,560,46,4,115,848,1169,3,1,0,724,4684,8261,0,999,76,8,63,225,65,326024,119649,27,14,1,440,330708,Ulmus-minor
307604,13939,17358,19084,14521,7751,2750,1402,636,331,342,311,633,489,453,483,0.429482,0.726042,382.448,-0.452096,0.920017,109093,90.717,432787,92.4457,29170,4472,909,591,28,0,74,866,1110,6,2,0,606,4663,20294,0,1506,18,5,79,94,6,329389,90148,3,1,0,449,334052,Ulmus-minor
273529,14329,17871,20072,15144,8199,3244,2080,911,352,263,237,445,389,443,1032,0.355797,0.68732,364.736,-0.442698,0.937083,109432,117.846,407811,120.337,19073,4172,1353,600,21,170,58,1062,1576,1,59,0,584,4640,5266,7,990,140,7,135,541,8,298732,124639,235,7,0,656,303372,Ulmus-minor
218962,15907,20160,21866,16060,8099,2741,1428,594,329,314,286,651,575,375,443,0.404204,0.713316,380.734,-0.452687,0.928578,106269,95.8691,426401,97.707,32036,7921,701,393,8,0,113,1182,1004,26,11,0,918,4342,31039,0,4441,20,0,264,279,15,273517,53729,31,0,0,293,277859,Ulmus-minor
203111,28434,30422,27437,12636,4635,1712,1179,429,247,232,216,437,399,365,912,0.036648,0.680541,358.343,-0.611924,0.99482,107216,91.4079,395874,92.9654,10865,2066,1099,502,0,1,66,623,1424,0,1,0,918,4355,5928,0,471,479,5,180,945,83,266931,116654,0,47,0,647,271286,Ulmus-minor
335335,10947,13112,14670,13035,7894,3258,1706,716,306,203,238,365,285,311,504,0.438445,0.747697,400.184,-0.483156,0.9305,109184,82.2723,459612,83.8248,27973,3896,934,676,0,1,55,899,1427,12,0,0,756,4484,17382,0,1273,109,0,117,490,17,359815,77175,2,9,0,653,364299,Ulmus-minor
322385,18701,22329,21806,12430,5213,1716,1120,604,358,303,312,611,541,387,160,0.428292,0.744397,382.713,-0.493589,0.933612,109189,68.211,433303,69.3548,27913,3226,721,759,1,0,117,948,1073,11,0,0,804,4594,27777,0,1082,39,5,154,279,52,337037,87506,0,6,0,672,341631,Ulmus-minor
301793,13898,15896,17285,15148,9615,4222,2530,820,282,254,214,344,359,295,794,0.143794,0.687513,374.347,-0.546984,0.982063,109277,105.469,421240,107.84,19160,3743,1384,702,1,8,99,1034,1789,1,4,0,795,4662,7080,37,757,595,14,252,1412,37,335207,120529,690,35,2,655,339869,Ulmus-minor
336355,17134,18569,18677,11772,5252,1865,1213,562,226,213,205,392,371,305,608,0.203019,0.758137,404.335,-0.604688,0.981024,107722,71.8549,464004,72.9148,24445,3841,1097,725,1,22,13,925,1519,0,23,0,1012,4569,21027,20,1453,454,0,155,1462,136,366254,69903,145,9,0,674,370823,Ulmus-minor
268321,22262,25339,25052,12627,5204,1904,1241,934,334,280,241,462,479,471,866,0.368447,0.710683,369.351,-0.466913,0.938541,110006,106.886,415128,108.656,13917,3329,1274,494,187,547,100,986,1477,0,5,0,665,4599,3249,27,521,102,2,115,376,19,302315,126231,430,31,0,512,306914,Ulmus-minor
202266,38590,30684,21914,7106,3303,1383,1288,404,6,0,0,0,0,0,0,0.03241,0.713715,388.85,-0.66868,0.997718,76978.5,16.7491,397746,17.3155,0,9450,2606,8448,100,286,3845,10535,2034,56,249,0,2228,4453,0,0,57867,2843,2856,20400,8468,455,244092,0,1,4,16,797,248545,Ulmus-minor
262632,22412,24990,25156,15242,7063,2644,1840,564,294,226,202,438,348,329,818,0.039579,0.658495,356.309,-0.590382,0.994245,106472,92.5261,392003,94.5349,15506,3638,1307,753,11,2,95,879,1869,2,15,0,1131,4760,6038,0,1065,624,3,95,2011,121,305068,134774,5,46,0,837,309828,Ulmus-minor
220101,26146,27814,24057,9547,3430,1275,857,522,263,235,260,471,470,446,1069,0.364566,0.720144,360.026,-0.481126,0.941,112405,103.056,405424,104.472,4618,1769,1007,449,0,2,56,572,1290,3,1,0,530,4331,1275,0,436,112,0,70,271,36,254686,123897,0,19,0,450,259017,Ulmus-minor
304595,12016,14600,15943,14504,8883,3617,2014,677,283,196,195,376,388,390,681,0.120334,0.704767,381.05,-0.580509,0.986711,109728,91.8746,431620,93.8567,15142,4078,1447,640,2,239,37,1251,1602,0,0,0,1086,4469,5767,0,1296,574,0,128,1828,128,332764,110596,158,4,0,668,337233,Ulmus-minor
290790,13674,16145,17908,14442,7587,2913,1628,663,364,327,250,540,446,448,660,0.406272,0.738408,390.844,-0.473629,0.92863,109614,97.5831,446011,99.2778,24351,3531,1000,507,7,11,20,821,1039,0,17,0,625,4506,8628,116,794,7,0,210,59,9,328321,92528,567,0,0,354,332827,Ulmus-minor
367575,11230,13428,14753,12952,8382,3786,2262,688,257,230,163,316,287,259,247,0.452127,0.753666,397.94,-0.500369,0.937028,112102,76.1766,460198,77.6566,13427,4249,1240,526,19,4,120,988,1507,0,12,0,891,4603,3709,0,1271,433,27,196,1109,96,391456,111071,50,30,8,391,396059,Ulmus-minor
284730,20808,23626,22766,12056,5009,1962,1291,566,209,153,193,300,331,350,828,0.270774,0.729912,383.429,-0.547336,0.969042,108875,82.7325,433944,84.0779,20526,3026,1258,765,2,0,75,973,1668,2,0,0,841,4476,12569,85,689,328,2,133,1229,59,319315,97918,427,3,0,746,323791,Ulmus-minor
281613,19858,20823,20886,14381,7189,2603,1405,468,313,187,190,379,450,382,836,0.036225,0.675692,371.539,-0.613458,0.995533,102860,89.2167,408314,90.9979,32342,4111,1161,697,1,1,105,923,1606,1,11,0,1175,4646,31396,0,983,708,3,100,2377,218,321079,79442,0,21,0,759,325725,Ulmus-minor
228452,23211,27597,27554,15297,5874,1650,894,595,321,269,263,497,530,491,1130,0.341755,0.690249,353.49,-0.454379,0.939818,109496,112.586,392382,114.484,11565,2728,947,503,1,6,72,710,1162,1,5,0,684,4538,4376,1,680,82,4,211,382,27,269158,135988,38,8,1,438,273696,Ulmus-minor
271536,17681,21646,23170,17253,8814,3185,1765,807,343,302,280,523,454,401,997,0.336587,0.686113,365.217,-0.456922,0.944652,107514,105.773,405813,107.962,33035,4089,1100,497,49,13,167,881,1555,3,7,0,873,4681,15905,14,1147,125,50,224,566,29,308904,110210,76,9,1,466,313585,Ulmus-minor
270856,23837,23768,22851,12734,5536,2045,1259,564,278,256,259,430,371,310,730,0.057917,0.691483,372.201,-0.586789,0.991176,107472,83.1581,415669,84.6591,9715,2825,1028,531,23,9,38,882,1673,0,14,0,1001,4629,3128,1,1471,199,1,45,963,63,326879,124795,36,20,0,759,331508,Ulmus-minor
279926,19500,24147,25197,16323,7346,2348,1513,760,393,423,316,616,566,505,688,0.365435,0.69027,362.582,-0.44395,0.933239,107535,96.4089,402149,98.3731,29013,4049,1060,632,4,28,30,974,1426,14,16,0,873,4901,20073,0,1239,99,1,233,292,45,308027,114938,0,17,2,461,312928,Ulmus-minor
349896,13487,15562,16328,12491,6841,2723,1786,742,284,219,203,362,357,268,694,0.357884,0.756622,400.279,-0.534289,0.954224,110565,81.9519,461666,83.3057,17444,2742,1013,601,0,0,32,728,1417,0,0,0,810,4515,5613,0,460,179,1,30,744,46,376559,102236,0,17,0,685,381074,Ulmus-minor
247881,28217,28315,25171,12034,5179,2248,1749,684,290,227,227,359,416,306,682,0.103585,0.686221,364.431,-0.561717,0.98601,108235,96.1179,405720,97.8996,18873,3783,1056,758,4,1,76,862,1642,2,2,0,1039,4623,11814,0,748,193,2,81,690,60,299312,117303,2,11,0,909,303935,Ulmus-minor
278923,13018,16990,19420,16824,9935,3935,2434,880,269,254,193,469,437,420,964,0.346645,0.679405,363.629,-0.453117,0.945789,109703,109.078,406626,111.592,21080,4044,1247,746,1,23,54,1019,1664,1,4,0,850,4676,7124,0,937,308,1,116,1296,37,310309,126693,38,26,0,715,314985,Ulmus-minor
268568,22420,24189,22905,12392,5252,1948,1433,590,237,173,176,319,336,340,847,0.216408,0.707094,373.636,-0.540399,0.974276,109502,88.0566,420552,89.5873,13099,3030,1452,563,42,9,7,802,1708,0,3,3,713,4547,3423,48,873,484,0,70,1241,43,305933,120067,363,48,3,515,310480,Ulmus-minor
260056,16559,20083,21750,15376,7531,2880,1688,646,309,265,231,519,441,410,789,0.365327,0.701766,367.079,-0.463957,0.941315,110264,101.272,412275,103.245,15718,2889,1005,540,28,2,176,686,1197,1,3,0,680,4455,5801,3,758,170,83,82,394,32,294205,122445,67,18,3,451,298660,Ulmus-minor
229975,31100,31951,28525,12963,4746,1598,1068,659,306,274,246,486,413,385,950,0.088166,0.682331,358.857,-0.575286,0.989009,109781,92.5753,400120,94.1827,5444,2129,1091,508,10,11,63,774,1591,0,2,0,727,4567,1239,0,477,123,1,21,562,12,294344,141580,13,18,4,584,298911,Ulmus-minor
347973,10977,13645,14972,12324,6610,2359,1383,739,282,236,189,367,364,284,445,0.501643,0.772294,406.259,-0.480991,0.910928,109839,73.8681,469946,75.0558,22198,2645,1096,558,0,1,49,762,1362,0,1,0,558,4405,13705,0,528,106,0,101,398,26,367912,80537,1,7,1,521,372317,Ulmus-minor
267176,21596,24928,25840,15484,6698,2385,1408,624,247,230,202,366,325,318,962,0.099022,0.676014,361.212,-0.558267,0.985979,106627,95.3582,398989,97.2288,25261,3201,1147,703,6,1,77,835,1742,0,0,2,1007,4649,17986,0,705,245,2,73,1099,63,301931,114412,2,12,2,741,306580,Ulmus-minor
260951,26721,27682,25192,12620,5208,1907,1162,587,273,282,240,427,419,330,862,0.04281,0.698652,372.123,-0.619304,0.994493,107669,78.6393,415835,80.031,9279,2634,1128,597,1,6,129,1080,1714,0,4,0,1209,4529,6224,40,1109,362,14,201,1821,112,317230,119195,156,13,0,699,321759,Ulmus-minor
350565,15468,19058,20478,14914,7707,2839,1796,895,269,254,192,385,323,293,313,0.420853,0.727945,387.049,-0.481716,0.937843,106796,76.4588,436380,77.9551,31641,7919,1300,785,8,113,52,1166,1541,3,4,0,897,4860,50475,0,3540,294,0,196,866,65,366557,64935,83,27,3,547,371417,Ulmus-minor
289128,26594,28553,26146,12356,4698,1721,1201,552,311,253,190,442,494,480,854,0.128531,0.697531,361.155,-0.567866,0.984543,109651,91.0123,403101,92.5443,10501,2232,1015,599,0,1,67,794,1605,1,14,0,899,4790,2070,1,445,160,9,289,683,50,316091,147984,18,9,0,734,320881,Ulmus-minor
249365,28497,29166,25761,10400,3781,1475,1180,524,271,209,174,360,373,352,823,0.054298,0.700022,375.133,-0.598292,0.99197,106220,83.3939,418161,84.7091,16655,2347,1160,595,4,7,37,703,1684,0,8,0,877,4450,6713,4,717,398,2,27,1352,46,304327,105823,69,53,1,606,308777,Ulmus-minor
305234,14968,18148,19643,14036,6963,2515,1382,713,366,291,295,529,578,538,698,0.427042,0.730516,380.453,-0.456225,0.920486,110207,92.2389,431410,93.8534,20343,3160,903,601,6,0,87,754,1190,3,2,0,671,4585,7284,0,939,18,9,98,206,13,327337,112736,3,1,1,538,331922,Ulmus-minor
248863,29694,31210,26616,10928,3853,1474,1212,606,244,202,179,345,331,288,937,0.062208,0.67636,353.902,-0.578083,0.990238,107809,91.312,390588,92.887,8781,2418,1368,627,4,2,45,695,1776,1,0,0,800,4500,2948,44,755,290,0,24,1188,18,283143,140709,194,21,3,722,287643,Ulmus-minor
286758,12832,16552,18273,14896,8631,3478,2124,725,285,256,275,429,394,402,751,0.395443,0.70943,373.169,-0.466441,0.940519,111436,101.029,422562,103.106,12876,3621,1292,489,186,32,85,724,1555,0,19,0,754,4476,4974,77,1285,340,7,53,911,54,314941,121583,396,8,4,394,319417,Ulmus-minor
174880,38257,26978,18161,6219,2925,1306,1081,438,37,20,10,4,0,0,0,0.025448,0.68204,414.391,-0.620692,0.996613,75757.7,27.272,435563,28.1457,0,796,603,7,3851,990,7141,2362,1066,0,854,3,2671,4400,0,6,786,365,6845,1249,1388,1838,204106,0,48,0,7,31,208506,Ulmus-minor
