@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute Median numeric
@attribute MedianDeviation numeric
@attribute direction_0 numeric
@attribute direction_7 numeric
@attribute fourier2 numeric
@attribute fourier5 numeric
@attribute fourier13 numeric
@attribute fourier21 numeric
@attribute fourier28 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH32 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKSumAverage0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceEntropy90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKContrast135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_45 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc46 numeric
@attribute histogram_acc58 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.615156,0.495904,0.275869,529,466,0.032709,0.032197,0.002545,0.000915,0.000205,139284,12911,12456,12299,10743,9265,6806,7656,3082,289,218,251,496,427,436,878,390.966,-0.570223,0.992341,105403,2.31774,0.00269,204.027,440436,209.131,14546,13,11831,5472,198,162,138,53,1085,1543,0,117,3,613,4358,634,0,1381,392,1,181,812,16,261187,64301,276,5864,19,142,40,265545,Populus-alba
0.626776,0.507654,0.28958,603,463,0.056393,0.032919,0.003623,0.0011,0.001851,163731,12321,12713,14103,13412,10773,6301,5855,3226,451,380,353,621,443,263,336,386.06,-0.560335,0.986739,109710,2.15027,0.008537,161.898,439056,165.914,11298,0,8385,2352,506,261,59,382,1722,1682,0,23,0,1042,4470,712,0,1718,112,26,402,653,54,276793,83468,57,2464,1,405,53,281263,Populus-alba
0.625288,0.513097,0.292672,547,461,0.023617,0.042682,0.0031,0.001847,0.000309,198271,14037,16320,17222,11565,8463,4329,3716,2165,356,301,289,557,511,455,1063,403.485,-0.501876,0.952979,107960,1.71218,0.022223,158.847,463092,161.608,20041,4,9093,1729,209,368,95,382,849,1436,0,35,0,706,4611,10930,75,2064,110,175,83,441,27,290283,56060,817,1839,7,134,71,294894,Populus-alba
0.660106,0.396346,0.227272,946,261,0.085217,0.023713,0.001795,0.001203,0.000014,223077,10222,12316,13688,10714,8483,5036,4963,3027,366,317,303,543,493,479,950,397.544,-0.459429,0.92449,111337,1.71213,0.027022,166.534,458616,169.768,10721,0,5951,2438,345,168,142,274,1468,1386,7,8,0,772,4522,547,13,712,53,14,251,319,4,298552,84693,584,2491,6,176,52,303074,Populus-alba
0.579788,0.42525,0.212582,568,430,0.047266,0.034084,0.004287,0.001595,0.000315,278871,12757,12947,12610,9050,7391,4723,4696,1706,377,355,329,573,556,455,1020,397.753,-0.546637,0.974527,110442,1.79581,0.013029,152.812,457652,155.719,12628,0,7564,2329,194,66,53,238,1155,1256,0,19,0,693,4588,1620,77,1018,152,232,538,339,22,333269,90485,1309,2481,3,177,39,337857,Populus-alba
0.523406,0.457925,0.198063,481,507,0.017765,0.035515,0.002373,0.000434,0.000851,250029,15426,18505,19963,10454,6120,2596,2185,1749,410,375,322,548,504,406,1106,398.975,-0.520506,0.957897,110766,1.61401,0.020048,126.507,459994,128.502,11174,1,5155,1813,367,166,23,260,969,1369,0,19,0,741,4588,4389,0,1074,14,117,52,249,15,316823,87049,30,1827,0,249,43,321411,Populus-nigra
0.562787,0.414141,0.18726,758,354,0.044238,0.037616,0.004729,0.00114,0.000614,254373,14857,17188,18399,11615,7428,3110,2447,1835,348,331,322,592,497,403,1165,396.372,-0.566187,0.979238,109707,1.72101,0.01263,132.32,454531,134.555,12395,0,6636,1711,313,112,66,237,1122,1286,0,9,2,746,4628,3879,2,2178,45,91,103,303,3,322037,88995,67,1756,4,167,42,326665,Populus-nigra
0.479849,0.459402,0.171062,723,269,0.028061,0.03655,0.005366,0.002245,0.000204,312568,27686,21759,17111,5275,3315,1719,1655,939,244,265,290,471,367,302,723,424.005,-0.612316,0.986023,98681.9,1.4351,0.011781,100.686,482803,101.857,29783,29392,2569,21205,921,101,698,3,447,1150,0,127,0,242,4813,9849,0,70,5643,0,34,232,0,380844,272,18,26848,39,373,47,385657,Populus-nigra
0.654093,0.426812,0.246211,534,427,0.028414,0.036479,0.001834,0.000111,0.000953,223590,11564,9527,9404,9222,7998,4962,4301,2231,342,234,263,417,356,267,482,421.645,-0.572985,0.981145,108335,1.74459,0.010524,131.226,492437,133.831,13432,0,5155,1390,438,41,23,617,1321,1369,10,33,0,814,4380,4742,35,1456,149,317,298,599,19,311805,51742,86,1539,2,365,16,316185,Populus-nigra
0.520824,0.57591,0.267337,553,332,0.006181,0.038123,0.006456,0.002283,0.000251,253571,29338,22707,17074,4708,2862,1360,1393,1106,317,259,311,550,441,311,609,434.59,-0.627838,0.98376,99096.1,1.21314,0.014016,100.55,500911,101.505,24648,18788,3018,15371,868,39,576,0,215,1150,0,94,0,198,4459,12375,9,116,3477,0,48,73,4,341911,74,202,18848,8,305,75,346370,Populus-nigra
0.600353,0.416811,0.217708,829,295,0.076899,0.040143,0.004991,0.002113,0.00019,296128,11684,15060,16601,11478,7124,2793,2166,1696,375,311,240,482,460,464,820,400.879,-0.459108,0.907899,111255,1.48054,0.03068,119.94,463577,121.934,11162,1,4853,1661,458,125,69,362,1287,1361,7,8,1,865,4753,4071,1,910,21,44,98,194,18,341822,94129,21,1682,0,275,40,346575,Populus-nigra
0.481011,0.434234,0.173385,827,248,0.084937,0.03966,0.00482,0.001352,0.000482,261468,17984,11999,11042,10235,8479,4675,3727,1713,289,248,234,462,330,320,683,407.786,-0.599621,0.993988,103256,2.05515,0.002098,124.592,463208,127.283,24096,0,9088,1864,598,61,24,334,1429,1767,30,12,1,1369,4810,9219,4,2658,511,118,251,1672,122,361495,58712,52,2375,2,346,38,366305,Populus-nigra
0.576607,0.501375,0.258353,425,510,0.030874,0.043274,0.005975,0.002263,0.000277,208901,14581,17184,17777,10322,6912,2899,2566,1696,344,277,300,458,402,394,1219,416.747,-0.512585,0.938237,106566,1.37927,0.027246,142.196,482093,144.064,19739,0,9644,1492,397,164,72,180,1238,975,0,7,0,590,4424,13927,2,5434,18,31,61,112,3,293542,38596,128,1510,1,152,51,297966,Populus-nigra
0.565983,0.457106,0.232824,737,279,0.088779,0.033919,0.005476,0.001507,0.000022,297481,4210,5139,6347,8904,8581,5892,4965,2037,316,218,197,355,317,246,857,415.386,-0.448595,0.89324,111596,1.40271,0.033829,137.659,486849,140.188,7492,1,5763,1847,264,303,135,384,1405,1228,1,14,0,765,4369,346,48,1448,280,153,118,551,19,341711,76784,472,2127,0,203,32,346080,Populus-nigra
0.570433,0.40264,0.186987,803,331,0.099841,0.042526,0.005266,0.000378,0.001046,312923,16622,18509,19324,11540,7048,2898,2403,1749,312,302,269,480,452,377,728,388.485,-0.559581,0.980285,109640,1.81828,0.01157,112.315,442479,114.465,16842,1,6130,1973,459,313,147,170,1242,1755,0,33,1,880,5078,5923,6,1081,121,47,142,736,17,361344,110044,88,2094,6,384,53,366422,Populus-nigra
0.47794,0.501568,0.209997,854,298,0.044069,0.036263,0.004475,0.001038,0.000392,310902,13031,16493,18793,13213,8145,3081,2559,1859,393,338,251,465,500,454,843,382.899,-0.465028,0.935113,110533,1.77717,0.024355,123.599,435443,126.024,16155,1,6162,1674,439,232,18,285,1218,1395,0,5,2,990,4851,5134,0,1481,4,14,42,234,28,346818,117762,67,1678,0,207,46,351669,Populus-nigra
0.549156,0.398933,0.168344,778,338,0.035026,0.03696,0.005137,0.002073,0.000218,261478,12165,12759,15004,13870,10837,5325,4117,1967,343,320,263,446,402,345,845,383.627,-0.527455,0.979853,107266,2.16529,0.011215,152.588,431994,156.276,24862,0,11348,2292,478,210,58,247,1352,1811,1,30,1,958,4795,5555,1,3564,137,105,107,1182,22,326761,92848,104,2429,4,270,52,331556,Populus-nigra
0.619538,0.423729,0.219532,613,417,0.009547,0.021153,0.000195,0.00029,0.001258,260222,15992,15958,17117,12765,8473,3458,2646,1906,393,346,239,476,469,378,735,394.938,-0.605855,0.991634,107654,1.90068,0.005965,122.515,449478,125,16082,2,7189,1812,514,68,69,223,1339,1592,2,58,1,1089,4869,6187,5,1046,130,125,444,711,89,338889,87890,110,1942,5,495,18,343758,Populus-nigra
0.446907,0.440921,0.154921,735,289,0.098067,0.038151,0.005085,0.001621,0.000134,258579,9831,9752,10698,11816,10100,5467,4106,1867,323,289,284,500,379,244,705,397.402,-0.537144,0.975482,110706,1.93356,0.012346,141.44,457488,144.604,9546,0,6147,1564,334,248,68,428,1227,1449,0,7,0,952,4509,684,2,1654,132,318,266,423,37,326758,93148,157,1696,4,256,41,331267,Populus-nigra
0.571887,0.377153,0.178455,841,301,0.13358,0.04269,0.004662,0.001344,0.000949,261207,10086,12421,14492,12145,9342,4984,3664,1931,321,288,246,486,485,436,830,399.41,-0.528931,0.971669,105366,1.87054,0.01795,146.39,453162,149.357,26661,0,15807,2868,765,56,107,297,1609,1667,8,23,2,854,4742,9400,0,9744,68,114,213,672,25,317161,55218,49,2936,1,219,25,321903,Populus-nigra
0.489044,0.543765,0.230353,610,412,0.008332,0.038944,0.004188,0.000967,0.000545,318079,8901,12108,14159,12036,8111,3139,2581,1783,363,315,263,484,546,456,890,401.205,-0.447997,0.902661,110899,1.526,0.030685,133.711,463578,135.946,15135,0,5027,1325,384,329,224,329,1072,1203,0,10,0,644,4706,2434,31,802,25,63,85,237,17,354419,96629,171,1350,0,174,68,359125,Populus-nigra
0.542504,0.579605,0.283083,464,466,0.01349,0.031642,0.004543,0.001042,0.000292,328289,5955,7700,9405,10878,8721,4661,3421,1386,419,294,232,454,386,369,975,404.252,-0.44216,0.891893,113307,1.44879,0.032674,135.001,471645,137.329,5483,0,5077,1961,76,145,47,273,1203,1009,7,16,0,542,4580,233,1,1170,33,63,161,72,5,359185,100112,156,1994,1,58,37,363765,Populus-nigra
0.43576,0.466174,0.155338,52,40,0.023194,0.015691,0.002165,0.002232,0.000906,336227,5367,6593,7898,10048,8657,5204,4606,1934,310,337,262,497,401,265,673,406.317,-0.446971,0.901182,114186,1.53002,0.031721,139.147,476080,141.832,5485,0,4373,1437,187,111,78,543,1793,1112,4,0,1,1115,4732,142,2,1062,66,344,312,159,21,370514,98294,120,1503,0,62,73,375246,Populus-nigra
0.610775,0.517083,0.289167,500,462,0.008642,0.037048,0.004157,0.000997,0.00048,243288,7254,9024,10890,10450,8447,4502,3804,2555,524,376,260,461,416,409,818,420.576,-0.441626,0.885271,107052,1.37296,0.033904,141.64,488917,143.995,22323,0,10029,1555,466,78,33,303,1332,936,2,16,0,732,4402,8441,7,3951,17,36,71,21,3,311052,42579,151,1572,2,129,17,315454,Populus-nigra
0.51363,0.510913,0.22856,736,363,0.005283,0.03372,0.00452,0.001291,0.000593,323677,10432,13855,15938,12843,8925,3811,2722,1827,355,269,204,350,350,332,835,388.352,-0.45091,0.921306,110777,1.70663,0.028206,122.862,443866,125.329,18754,0,6888,1903,573,280,38,356,1369,1462,5,40,0,946,4863,8796,22,1633,33,130,92,288,39,356019,104625,183,1936,1,373,22,360882,Populus-nigra
0.657492,0.422675,0.249623,642,394,0.062948,0.013415,0.005938,0.000477,0.000241,216332,19424,17483,15445,7994,6063,3332,3182,1056,49,29,4,4,0,0,0,448.49,-0.667958,0.995104,86597.2,1.30848,0.003046,27.896,507198,28.522,0,0,2025,849,188,5026,1609,12229,10392,1399,1,17,3,1976,4349,0,8,1638,935,14665,7256,1691,607,303711,1,103,1784,0,66,1064,308060,Populus-tremula
0.435062,0.65641,0.247912,78,149,0.021849,0.015296,0.000812,0.000934,0.000251,271392,13639,11860,10327,6113,5116,3558,4436,1745,142,127,74,88,75,48,9,449.337,-0.671948,0.994146,89461.4,1.26388,0.004692,45.4608,512613,46.3004,8,0,6714,1857,24,6777,3965,8186,13398,1365,0,58,3,1689,4389,0,784,4326,1264,3407,6698,2552,358,340251,1684,2802,3121,12,145,719,344640,Populus-tremula
0.544191,0.493889,0.237429,30,17,0.076938,0.019736,0.000556,0.00304,0.000991,233931,13214,12414,11088,5875,4527,3049,3637,1775,144,91,68,16,6,3,0,452.511,-0.649133,0.991588,86941.5,1.25337,0.004339,43.1631,514673,43.9709,2,0,2776,3027,1227,740,4053,70,10159,998,1,9,7,1638,4201,0,6,890,1279,4,37507,194,485,305821,1,98,4306,15,60,708,310022,Populus-tremula
0.573604,0.556397,0.286647,325,503,0.006916,0.023868,0.001512,0.000477,0.00133,339856,14147,12135,10365,6060,4658,2921,2595,986,193,182,116,155,60,20,0,445.739,-0.681426,0.995476,89417.8,1.2543,0.00357,39.6617,506311,40.3712,57,2,6413,2654,14,7267,4224,7608,6226,1308,0,83,1,1080,4571,3,2035,3162,1896,3520,1389,1047,22,380612,3506,5734,4550,11,145,829,385183,Populus-tremula
0.651244,0.460791,0.269129,479,503,0.018048,0.026289,0.006953,0.000274,0.000223,168803,36564,32230,24424,7424,4321,1944,1274,697,123,102,40,39,32,6,2,419.603,-0.643326,0.994189,85511.9,1.41098,0.003195,31.454,457454,32.0759,0,0,13860,6724,7417,755,533,2810,7729,1644,0,76,1,1170,4432,0,0,41197,3295,617,6003,1521,31,276740,0,1,10019,22,224,522,281172,Populus-tremula
0.479168,0.560712,0.230111,387,501,0.033835,0.017295,0.000741,0.000873,0.000519,304760,16705,16268,15107,8730,6462,3820,3721,906,87,63,30,30,6,0,0,439.829,-0.655784,0.994921,85448.5,1.49563,0.003369,38.7975,490729,39.7327,0,0,2787,2146,784,3754,8078,263,16995,1371,0,36,1,1462,4484,0,2,2914,826,14,70298,615,277,355018,0,42,2972,8,102,826,359502,Populus-tremula
0.629275,0.42561,0.22885,553,323,0.013127,0.03655,0.00337,0.000459,0.000951,251371,11850,11869,11410,6316,4521,2410,3004,3526,132,99,52,72,34,33,45,456.081,-0.6691,0.992243,88965.3,1.20205,0.005131,58.9453,523702,59.8809,14,15,4453,1408,2,5754,2899,5110,10272,949,0,10,1,1015,4106,0,51,1609,356,1301,3131,307,36,321137,294,716,1764,2,37,542,325243,Populus-tremula
0.665591,0.463613,0.280447,493,497,0.131957,0.023267,0.001574,0.001387,0.00058,227828,20435,19222,17230,8110,5623,3001,2491,881,206,155,80,103,18,0,0,442.004,-0.638515,0.993015,86097.9,1.45195,0.003528,41.0256,495385,41.8965,0,0,1847,3763,2585,681,3823,155,12138,1171,0,15,4,1334,4422,0,0,811,1921,14,61475,507,63,306733,0,0,5684,1,53,757,311155,Populus-tremula
0.415018,0.639931,0.216369,241,36,0.009392,0.002206,0.002106,0.00005,0.00041,264174,16075,13628,11435,6231,5261,3659,4742,2205,41,30,14,14,10,2,0,449.264,-0.634093,0.991335,88451.5,1.42136,0.005124,46.3058,511082,47.3022,1,0,6300,2789,1,6848,3908,6539,9044,881,0,19,5,2060,4501,0,304,3486,1791,1620,2718,792,311,335584,184,1591,4580,5,53,989,340085,Populus-tremula
0.606141,0.473792,0.250311,675,412,0.011431,0.039655,0.002168,0.001035,0.000621,116212,32185,28118,23623,10229,6389,2638,1979,593,229,211,151,230,211,238,803,303.76,-0.552048,0.995838,83651.1,2.55993,0.0008,124.835,293693,127.732,28539,60,11589,1368,372,22,13,164,576,1640,0,163,0,760,4231,42945,0,11360,458,8,469,1728,68,172201,64401,16,1826,3,378,40,176432,Prunus-laurocerasus
0.661641,0.478311,0.279713,638,382,0.013819,0.034974,0.003266,0.001032,0.000226,137139,25137,23868,21272,9125,5753,2042,1316,626,182,198,130,234,179,144,583,339.286,-0.595305,0.995931,91388.4,2.13623,0.001389,105.332,348404,107.299,16470,75,7624,1487,229,79,29,142,530,1521,0,118,0,754,4030,10703,0,11198,705,87,461,1308,128,205532,69840,29,2192,0,317,45,209562,Prunus-laurocerasus
0.621013,0.468968,0.250907,712,408,0.020099,0.022776,0.000157,0.000596,0.00006,131046,31269,28994,23488,8343,5189,2360,1723,396,222,216,256,530,574,525,1383,315.857,-0.524111,0.988801,99753,2.35121,0.005258,151.66,330484,154.409,19087,21,6897,1352,259,2,8,74,362,1054,1,46,0,271,4089,16531,0,7515,43,0,226,296,2,176112,102977,45,1395,3,229,3,180201,Prunus-laurocerasus
0.547669,0.555964,0.268651,690,425,0.023545,0.016459,0.000231,0.000383,0.000342,138179,36327,30903,23193,7304,4322,2060,1805,507,209,200,169,287,315,311,1505,299.382,-0.574421,0.995586,94172.1,2.32218,0.002569,146.985,303212,149.442,18350,20,6786,1326,307,18,16,70,434,1212,0,39,0,410,4164,17475,0,8454,201,13,273,714,15,173710,116614,45,1527,5,244,12,177874,Prunus-laurocerasus
0.686741,0.472467,0.289176,593,407,0.014957,0.033206,0.003163,0.000648,0.000675,147536,30467,23700,18122,5847,3376,1446,1149,592,264,172,166,302,324,210,816,335.996,-0.613126,0.995812,89990.6,1.89909,0.001855,114.931,342201,116.538,12420,47,5546,1721,343,0,4,59,482,1625,0,79,1,508,3992,15896,0,4887,726,8,162,2048,53,204118,72375,8,2447,0,376,12,208110,Prunus-laurocerasus
0.640908,0.419753,0.23351,811,328,0.062931,0.036604,0.003376,0.000635,0.000594,131454,20754,19343,16689,7197,4748,2143,1529,466,158,169,127,241,263,273,1165,335.151,-0.571407,0.995118,99277.2,2.36694,0.001216,168.89,354054,171.9,17731,22,6319,1411,437,0,2,83,379,1157,1,113,0,300,3851,18383,0,5865,189,10,24,527,0,166109,68488,0,1600,1,355,0,169960,Prunus-laurocerasus
0.711022,0.438667,0.274895,699,380,0.022171,0.038563,0.004343,0.00113,0.000214,127367,22093,19239,16534,6946,4482,1929,1518,483,153,100,129,252,216,231,909,326.278,-0.564075,0.994622,92984.1,2.33165,0.001463,140.411,334021,143.037,17797,32,6379,1085,549,0,0,71,433,1204,1,68,0,421,3863,21995,0,6169,214,29,29,1003,17,162209,64526,0,1299,2,426,0,166072,Prunus-laurocerasus
0.604659,0.504008,0.267093,570,454,0.025272,0.025299,0.003413,0.000162,0.000438,122881,34793,28882,23531,9470,6197,2845,1871,506,176,125,122,212,230,216,934,300.39,-0.565106,0.995069,90894.9,2.35744,0.001387,129.538,299831,132.043,15609,31,6933,2080,425,15,6,96,426,1556,0,74,0,599,4163,9150,1,5243,428,7,142,1674,20,189397,118064,47,2508,4,442,15,193560,Prunus-laurocerasus
0.705788,0.439214,0.271468,669,329,0.026412,0.037419,0.003068,0.001027,0.000028,173166,11361,10911,9721,5516,4084,2306,2025,677,172,130,144,224,259,280,886,385.226,-0.440104,0.938408,105089,1.99507,0.02336,162.288,431545,165.52,20706,23,11569,3405,385,50,66,0,228,1161,0,99,1,208,3667,12050,13,4858,465,0,0,265,2,191233,35458,153,3870,45,168,13,194900,Punica-granatum
0.591411,0.44686,0.22795,728,306,0.081855,0.036635,0.003104,0.001347,0.000368,201369,11963,12275,11359,7272,5628,3118,2715,1340,288,246,255,426,421,256,241,399.557,-0.448653,0.925883,103939,1.72622,0.027373,139.967,451512,142.663,18495,0,13696,4070,1887,51,116,26,535,1028,9,35,8,338,3846,38777,70,5211,504,5,1,158,0,236132,14126,242,4574,13,248,20,239978,Punica-granatum
0.71294,0.411847,0.252026,547,392,0.004929,0.043081,0.003498,0.001352,0.000002,185737,8373,8352,8441,7505,6314,4076,3700,1428,209,146,129,248,248,267,502,392.504,-0.436498,0.943598,102367,2.16314,0.021166,155.337,438604,159.204,27369,38,18877,4247,854,1,13,0,243,1306,0,128,5,204,3756,19609,86,9353,581,0,0,376,0,216820,17098,292,4828,68,152,10,220576,Punica-granatum
0.692364,0.424082,0.254621,599,375,0.027107,0.036745,0.003904,0.000642,0.000224,188208,7616,8494,8133,5557,4271,2481,2036,661,286,242,161,352,321,261,318,385.424,-0.430603,0.932394,103330,2.00018,0.023521,154.276,429392,157.48,20823,3,13083,2513,751,0,27,0,295,924,0,10,11,237,3673,34355,96,4617,148,0,1,65,0,191152,16046,361,2661,3,189,14,194825,Punica-granatum
0.655656,0.40637,0.224945,655,282,0.011578,0.040752,0.003899,0.001391,0.000104,237499,18027,16884,14437,7403,5041,2593,1989,1076,190,229,210,359,348,222,275,424.755,-0.497372,0.919877,101436,1.20555,0.031429,92.7359,487943,93.9245,10874,0,15025,972,1665,16,101,224,939,896,8,23,3,339,3873,35183,111,22734,56,37,20,185,0,291437,1646,269,1028,16,171,37,295310,Punica-granatum
0.737465,0.382503,0.240066,736,305,0.032684,0.039185,0.004257,0.001443,0.00055,172521,9289,8637,7618,4290,3075,1764,1460,978,195,169,193,444,442,550,1026,380.27,-0.421651,0.923216,109103,1.97658,0.024199,205.39,429859,209.132,14476,13,3628,2941,411,4,37,0,208,877,0,17,0,147,3649,3685,112,157,216,0,0,103,0,178542,56047,239,3157,12,142,18,182191,Punica-granatum
0.648311,0.442287,0.24802,504,379,0.001576,0.032602,0.002691,0.000144,0.00043,187828,8565,7988,7927,5785,4571,2942,2886,686,140,138,173,279,186,146,183,392.172,-0.466616,0.955585,101666,2.05191,0.021216,122.507,437152,125.373,15562,22,14282,3254,1309,11,54,137,940,1326,0,41,14,422,3765,19777,352,17344,697,16,35,578,7,200221,17659,624,3951,50,170,48,203986,Punica-granatum
0.496316,0.591961,0.251491,530,367,0.002336,0.012014,0.001854,0.000429,0.000343,382048,14120,13225,12829,9757,7583,4112,2944,1321,314,241,187,271,193,150,158,421.683,-0.567654,0.973557,103931,1.53775,0.017241,94.4812,486282,96.1862,28203,1,20181,2848,1032,2,100,5,1735,2097,9,23,1,1387,5046,13936,10,15358,612,0,277,2031,203,423811,38510,220,3460,19,501,129,428857,Quercus-coccifera
0.483279,0.577068,0.234586,426,282,0.015093,0.008635,0.00337,0.001517,0.000196,368448,14790,15056,13326,5073,2729,851,573,523,16,6,0,0,0,0,0,470.903,-0.594044,0.908404,92501.2,0.530674,0.038745,15.4609,554977,15.6834,0,0,69,79,1065,0,10,8485,7174,2254,121,15,0,1662,4157,0,0,12,1,4320,29172,1638,514,398831,0,0,80,0,870,240,402988,Quercus-coccifera
0.510834,0.560995,0.251082,547,352,0.044272,0.013312,0.005773,0.00178,0.000056,234810,12251,12894,13540,12094,9817,5472,4225,1511,373,316,202,302,208,140,155,403.005,-0.458377,0.948105,101565,2.02555,0.022545,134.81,453435,138.173,29068,0,25470,5405,1234,59,180,34,2348,1876,18,43,4,1050,4555,13541,10,24262,1002,0,243,1420,70,300986,19065,179,6407,28,309,75,305541,Quercus-coccifera
0.462161,0.613264,0.247028,519,329,0.019798,0.006105,0.00218,0.000879,0.000542,275369,18987,15338,12975,10160,8050,4464,3515,1126,303,257,211,324,255,172,190,409.703,-0.524721,0.9812,99725.5,2.08787,0.009571,101.749,461327,104.195,28872,0,19296,2092,904,46,135,50,1977,2024,23,15,3,1574,5007,16622,3,19730,604,0,302,2142,284,350825,24794,101,2696,10,403,92,355832,Quercus-coccifera
0.485225,0.559098,0.232247,607,319,0.028639,0.016875,0.002402,0.000853,0.000144,380250,11473,12285,12289,8778,6445,2913,1976,1102,310,229,128,227,125,75,89,427.73,-0.497759,0.918143,103633,1.22983,0.032335,70.8189,495765,71.9754,25036,0,17117,2979,926,11,181,13,1674,1968,8,54,9,1226,4905,23783,15,21237,579,0,211,1025,90,401505,18465,282,3558,31,396,93,406410,Quercus-coccifera
0.455486,0.626868,0.246255,696,447,0.022169,0.004132,0.001896,0.000532,0.000375,307081,12067,15330,17258,15404,11762,6138,3626,1071,376,334,221,349,208,112,135,364.706,-0.431286,0.949467,101350,2.30679,0.019312,114.296,396515,117.75,51719,3,26259,3923,563,111,220,8,1985,2236,4,44,23,1175,5106,39377,4,16572,846,0,205,1291,90,320335,52710,241,4769,39,306,98,325441,Quercus-coccifera
0.820472,0.471248,0.381454,527,178,0.041098,0.0616,0.001037,0.014253,0.017133,238773,13121,15424,16624,14577,11519,5888,3771,1421,454,348,198,327,177,166,140,384.211,-0.450995,0.950094,101362,2.12479,0.021462,111.143,424671,114.182,36927,0,24214,2823,758,93,439,352,2656,1962,58,12,1,1639,4952,32006,46,22932,425,31,464,892,167,295656,24279,1008,3248,9,381,117,300608,Quercus-coccifera
0.658931,0.453804,0.266615,607,227,0.055017,0.02064,0.000464,0.000901,0.000465,380392,21544,16353,12560,3870,2126,816,495,329,4,2,0,0,0,0,0,473.5,-0.656659,0.96656,92175.3,0.627311,0.022809,13.8165,559221,14.0157,0,0,333,114,4020,0,72,865,6717,1679,48,17,0,1771,4381,0,0,209,45,162,40092,1554,345,433140,0,0,159,1,1419,81,437521,Quercus-coccifera
0.510062,0.557778,0.246331,603,374,0.004362,0.022003,0.003173,0.001352,0.000541,232419,9917,11456,13634,14312,11595,6490,4412,1039,300,276,247,451,425,315,573,375.1,-0.456897,0.960344,108098,2.31965,0.015679,155.213,420735,159.554,23271,25,5702,2879,437,30,242,0,739,1834,0,122,9,549,4491,2836,0,1158,531,0,18,1523,12,291474,100059,60,3410,25,254,25,295965,Quercus-ilex
