@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute vetor_caracteristica_0 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc40 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc47 numeric
@attribute histogram_acc57 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
9710,6990,1770,968,329,2,606,1230,372,0,0,512,4353,1965,390,21,111,164,263400,132590,11,121,1,32,0,267753,Ulmus-minor
13479,10147,2497,1101,639,0,883,1778,818,3,0,1110,4794,2776,750,328,31,1368,343816,139705,7,10,0,35,0,348610,Ulmus-minor
19631,18101,3459,984,797,3,878,1517,951,3,0,877,4441,10534,1314,614,72,2122,393753,82456,28,15,0,59,0,398194,Ulmus-minor
32043,37421,7949,1267,408,0,730,1530,331,1,1,726,4627,21671,1840,158,163,656,349760,74578,3,51,6,47,0,354387,Ulmus-minor
19724,14054,3752,1578,535,0,989,1707,411,12,0,814,4515,3180,693,387,85,1107,305956,122122,212,76,2,41,1,310471,Ulmus-minor
25377,20974,3339,1138,739,0,868,1721,938,0,0,1087,4592,8320,1294,618,79,2180,335128,110124,9,4,0,80,0,339720,Ulmus-minor
31849,29741,6045,960,520,18,952,1067,391,0,0,625,4670,17604,2033,16,253,218,281403,125885,114,132,2,22,0,286073,Ulmus-minor
17089,14172,2600,1071,674,0,816,1351,802,5,0,874,4556,5393,645,455,220,899,332327,119173,0,83,0,79,0,336883,Ulmus-minor
29607,24801,4195,1315,490,6,739,1693,763,1,0,1068,4632,8945,565,921,46,2502,329870,104861,377,25,0,39,0,334502,Ulmus-minor
13667,9991,2903,1000,595,0,850,1136,459,4,0,627,4506,2777,776,44,116,227,288137,135801,155,160,4,26,0,292643,Ulmus-minor
20920,19023,3159,1100,731,3,998,1529,908,13,0,1183,4732,12216,1170,583,93,1558,325343,106692,47,48,0,77,0,330075,Ulmus-minor
29567,31537,4753,1039,681,0,923,1237,657,0,0,691,4441,25304,1118,130,110,456,332528,66684,177,38,0,34,0,336969,Ulmus-minor
17639,12002,2318,1127,527,0,657,1527,698,3,1,819,4604,2893,428,389,38,1099,311472,136726,17,49,1,59,0,316076,Ulmus-minor
26023,21277,2567,1202,471,0,565,1357,383,13,0,517,4523,11285,609,261,119,528,328311,108824,35,100,6,94,0,332834,Ulmus-minor
14280,10260,3052,938,456,4,831,988,314,10,0,534,4469,2526,752,23,63,55,368047,106349,15,162,0,4,1,372516,Ulmus-minor
30532,27109,3872,971,528,3,902,1401,512,2,0,716,4621,14519,1146,22,164,220,322426,103841,45,45,1,22,0,327047,Ulmus-minor
15276,12463,2356,1052,674,0,807,1507,746,1,0,1027,4463,6102,375,600,168,2481,341472,102473,0,73,0,23,0,345935,Ulmus-minor
13713,12907,3195,1045,591,5,826,1650,672,2,0,1032,4605,8714,1092,286,64,1447,306355,128511,40,71,4,101,0,310960,Ulmus-minor
3,1,11983,2760,855,10168,15015,1556,377,565,6,2113,4482,0,43908,1256,20501,3177,224885,3,13,12490,11,158,5654,229367,Ulmus-minor
18671,17092,3487,1072,694,1,881,1379,592,4,0,752,4516,13842,1017,119,93,475,319965,105709,18,101,1,25,0,324481,Ulmus-minor
22741,25029,3912,870,718,1,817,1275,596,0,0,658,4418,33683,1500,49,138,237,321248,68504,1,31,0,28,3,325666,Ulmus-minor
20295,15601,2298,1009,645,0,729,1251,552,1,0,630,4674,4562,342,93,349,324,309834,148950,0,19,0,44,0,314508,Ulmus-minor
27861,24195,2578,1238,466,36,772,1718,578,5,0,950,4615,11551,735,570,81,1337,294300,111291,335,80,0,49,0,298915,Ulmus-minor
27453,21722,2700,948,642,4,836,1456,780,3,0,918,4707,8922,870,86,176,518,343475,115900,6,34,0,14,0,348182,Ulmus-minor
28847,29959,7093,1423,455,6,1218,1706,441,17,0,1188,4627,23040,2709,320,333,910,252672,98061,617,134,0,30,1,257299,Ulmus-minor
23525,19765,4883,1601,629,73,1062,1451,692,49,0,768,4535,12032,1234,302,169,907,340506,97726,1510,158,0,32,12,345041,Ulmus-minor
16648,14648,3645,1035,634,26,942,1296,445,17,0,852,4524,8102,990,350,180,803,385706,85045,34,109,0,52,2,390230,Ulmus-minor
20097,21432,3543,1369,732,106,1017,1869,813,27,0,1361,4620,23258,1227,1320,208,3464,323625,103500,172,122,1,81,3,328245,Ulmus-minor
13389,13193,3101,1183,588,1,949,1861,768,11,0,1183,4653,8049,973,501,139,1587,361087,109289,20,2,3,66,0,365740,Ulmus-minor
17531,13597,2809,1197,609,2,887,1606,584,7,1,890,4591,4161,573,372,235,1154,284673,133841,16,25,1,48,0,289264,Ulmus-minor
12757,10659,2888,1081,652,2,1063,1659,657,11,0,1017,4583,4629,793,472,165,1656,312400,122941,123,123,0,67,0,316983,Ulmus-minor
19577,19421,3426,1356,797,1,824,1885,951,6,0,1176,4630,14704,784,1294,73,3383,344232,99503,140,4,1,128,0,348862,Ulmus-minor
21144,16603,2455,1101,529,0,849,1584,676,0,0,766,4567,5727,486,77,129,442,331254,122117,0,95,0,40,0,335821,Ulmus-minor
18930,17702,4003,1029,775,0,829,1358,769,0,0,1187,4651,8752,1580,452,47,1487,414595,89938,3,14,0,16,0,419246,Ulmus-minor
19044,28868,6796,700,650,23,1061,1106,500,8,0,888,4526,53111,2913,48,215,290,338252,34492,20,106,0,7,1,342778,Ulmus-minor
22010,22464,3674,1277,912,0,873,1679,1028,3,0,1166,4654,19188,955,1229,84,3000,289425,100721,3,30,0,87,0,294079,Ulmus-minor
22757,22308,3462,1062,558,0,638,1451,602,1,0,861,4560,14582,715,209,7,778,328991,114269,3,8,1,38,0,333551,Ulmus-minor
19519,14091,2836,1005,504,38,840,1277,441,5,0,799,4739,3893,843,73,299,295,300108,145194,12,189,2,30,0,304847,Ulmus-minor
13331,8741,3601,1160,520,0,821,1443,628,1,0,800,4657,1533,1994,100,95,422,320555,139585,191,90,1,49,0,325212,Ulmus-minor
16267,11847,2970,1218,548,6,913,1659,454,9,0,798,4765,3434,910,132,121,956,282828,141129,171,138,4,34,1,287593,Ulmus-minor
12588,10196,2814,1277,601,0,653,1289,505,0,0,528,4362,3832,850,125,157,306,283400,114458,3,71,6,66,0,287762,Ulmus-minor
17572,14118,3710,1018,669,10,998,1404,448,4,0,728,4542,7254,1514,90,93,556,336607,105608,318,60,2,22,0,341149,Ulmus-minor
20735,18426,4607,1338,526,17,952,1410,487,19,1,1171,4528,7797,937,404,119,1505,288097,100541,109,224,1,44,0,292625,Ulmus-minor
16124,12770,2664,1043,493,0,685,1245,422,1,0,500,4409,5245,603,17,172,282,367451,102683,0,30,2,34,0,371860,Ulmus-minor
16976,37431,23285,1394,513,32,1568,1782,681,20,0,1568,4756,37864,23853,478,192,2300,324637,31683,357,273,0,36,0,329393,Ulmus-minor
20226,14614,3301,1277,441,9,854,1719,471,5,0,975,4530,4964,700,148,54,992,320650,120503,381,50,0,33,0,325180,Ulmus-minor
28513,27278,4293,999,616,0,757,1378,449,8,0,623,4574,16479,1721,112,54,496,378811,82721,1,18,3,34,0,383385,Ulmus-minor
21270,15926,2631,1192,541,0,720,1383,456,3,0,624,4532,4980,509,189,126,450,302915,129720,1,95,4,62,0,307447,Ulmus-minor
10203,7815,2642,1023,530,8,759,1283,372,15,0,614,4631,1950,834,25,93,129,322098,142993,56,64,2,10,1,326729,Ulmus-minor
36216,33491,4028,978,505,20,742,1159,552,1,0,763,4710,18838,1140,137,88,263,317197,100637,54,129,0,38,0,321907,Ulmus-minor
24339,29339,7263,1233,758,56,1292,1553,811,3,0,1286,4629,24784,2315,737,447,1913,346202,67661,45,129,0,21,0,350831,Ulmus-minor
21651,18535,3862,1053,540,14,1011,1508,619,24,0,1155,4614,10401,1746,341,76,1005,359420,97534,38,41,0,30,1,364034,Ulmus-minor
0,0,21378,601,6480,47,2607,1116,484,259,7,1143,3868,0,41049,30,844,75,179546,0,16,53,4,2,2,183414,Viburnum-tinus
14607,22061,7772,1591,958,0,1021,1549,386,4,2,674,4012,46310,5153,156,90,887,191162,37246,0,58,5,68,0,195174,Viburnum-tinus
23116,24845,7956,1877,177,2,269,1170,103,16,12,240,3943,10167,2488,80,0,211,219126,58939,263,0,31,17,0,223069,Viburnum-tinus
9854,24324,12950,2047,566,5,731,1519,329,40,0,624,4089,72412,10754,485,45,830,226362,23899,56,6,3,80,0,230451,Viburnum-tinus
19125,43374,38392,10385,469,0,841,3812,886,58,5,484,4985,31881,44953,2701,4,4525,185000,50284,217,0,118,547,0,189985,Viburnum-tinus
6736,18820,11570,1763,911,114,1393,1202,410,34,0,864,4140,58560,10958,365,492,443,252060,13095,0,215,1,43,20,256200,Viburnum-tinus
8253,20208,16671,4841,581,4,818,1379,213,17,0,497,4069,56743,17778,788,88,212,207529,24086,42,0,2,13,0,211598,Viburnum-tinus
270,15268,17472,1129,536,0,666,910,246,26,1,537,3836,38988,40537,37,20,202,173668,305,327,5,11,10,0,177504,Viburnum-tinus
57,15369,24608,2859,988,0,875,1131,266,49,2,769,4057,15215,71541,452,6,120,197957,58,707,6,11,17,0,202014,Viburnum-tinus
9628,19977,12397,3218,576,24,1056,1443,307,18,0,691,4217,57575,11844,966,134,287,280100,21490,0,171,4,6,0,284317,Viburnum-tinus
26010,38279,13387,2184,382,6,237,901,197,16,2,297,4011,26192,3529,13,0,94,222112,48546,181,1,10,51,0,226123,Viburnum-tinus
4010,17911,12425,1903,468,5,737,1006,227,19,1,489,3855,80113,9873,288,50,81,178134,6410,42,19,11,26,0,181989,Viburnum-tinus
2830,13839,13627,2811,744,0,602,974,223,19,1,576,3768,43745,19958,425,2,236,156367,4679,53,0,2,20,0,160135,Viburnum-tinus
16121,15706,7556,2062,150,39,572,1516,107,38,2,446,3896,6587,6276,547,1,960,223929,72654,682,0,19,93,0,227825,Viburnum-tinus
23040,29499,9964,2186,306,6,468,1596,199,30,3,405,4009,21680,6830,173,0,598,195274,64048,124,0,40,39,0,199283,Viburnum-tinus
1051,18976,20615,1532,1051,71,1223,1288,390,4,0,881,4039,56696,30866,213,43,428,196871,1748,149,4,1,29,0,200910,Viburnum-tinus
14540,43809,46153,14096,532,27,1043,2103,500,54,3,568,4279,24362,39278,3626,76,334,122157,28057,145,0,1,26,0,126436,Viburnum-tinus
4791,17553,13272,1660,628,77,1000,1262,408,5,1,670,3990,64208,15345,497,86,527,230716,9407,0,539,4,76,0,234706,Viburnum-tinus
15498,44626,47705,14806,475,12,802,2786,571,69,4,480,4356,21658,33202,3347,42,796,135357,28381,323,0,19,133,0,139713,Viburnum-tinus
31875,22935,8253,3842,144,0,328,1363,94,62,10,321,4192,4150,948,92,0,71,217300,103975,557,0,18,14,0,221492,Viburnum-tinus
27879,26900,8539,3091,303,42,310,1110,151,18,2,268,4002,6136,1563,158,0,143,193971,72769,291,0,13,72,0,197973,Viburnum-tinus
16234,26259,10091,1787,409,50,614,1535,259,17,0,488,3994,44846,5746,85,11,629,193520,35711,87,1,11,91,0,197514,Viburnum-tinus
25599,22712,7129,2754,261,26,584,1358,197,34,1,806,4711,8154,1106,58,7,95,279987,124915,241,0,1,3,0,284698,Viburnum-tinus
2622,24072,23598,1751,446,0,962,1511,232,75,0,1011,4228,53601,58663,177,22,123,207365,4041,126,0,0,6,0,211593,Viburnum-tinus
774,20381,19430,1394,1050,86,1118,1187,446,17,0,823,3993,87980,18228,237,59,463,173059,937,0,21,0,50,1,177052,Viburnum-tinus
20155,30711,12517,1633,607,66,977,1630,344,31,1,725,4319,62614,8781,375,113,1237,212676,55266,123,52,11,60,0,216995,Viburnum-tinus
2378,29015,26052,1868,910,43,1378,1310,428,36,0,1009,4148,77109,30097,399,270,521,204765,3330,29,101,0,19,2,208913,Viburnum-tinus
36677,31661,9889,2547,255,0,442,2042,210,36,9,719,4870,7697,2317,191,1,455,266615,115144,301,0,25,84,0,271485,Viburnum-tinus
18358,28898,11807,2016,277,6,387,1454,141,19,9,335,4203,31606,6486,207,9,394,241187,38006,259,1,42,38,1,245390,Viburnum-tinus
5171,19635,21210,5850,1150,9,1108,1376,289,41,1,624,4109,44687,26272,1189,97,260,250119,10083,139,1,2,5,0,254228,Viburnum-tinus
25542,32974,10264,2675,356,1,534,1024,126,39,9,510,3947,17062,1632,52,5,41,207193,56452,182,0,9,8,0,211140,Viburnum-tinus
0,0,17587,95,950,0,4720,670,260,177,0,919,4001,0,11095,0,2855,111,253881,0,0,7729,1,0,176,257882,Viburnum-tinus
34,10755,32583,9786,3817,4,2058,2157,1468,6,0,1252,4319,2726,120264,2165,1685,871,154368,35,0,13,1,27,0,158687,Viburnum-tinus
9062,18010,6808,1124,728,12,1380,1101,280,18,1,995,3975,75683,3308,176,329,276,211857,15465,2,169,2,24,1,215832,Viburnum-tinus
497,19748,19838,1199,934,9,1492,1479,358,31,1,957,4136,81727,18401,253,48,223,197743,515,160,11,5,13,0,201879,Viburnum-tinus
652,11135,12606,1214,648,18,1319,1188,352,7,0,750,3928,34648,34071,214,1093,216,222616,786,8,169,3,67,0,226544,Viburnum-tinus
10094,24492,17664,3108,571,6,1294,1411,180,50,1,856,4128,45496,18985,354,57,135,252141,24395,309,0,0,2,0,256269,Viburnum-tinus
5,115,7183,4619,2561,15,2435,856,176,108,0,713,3955,25,73836,2918,1237,89,318520,5,0,598,0,0,30,322475,Viburnum-tinus
35837,27997,11284,3270,177,12,335,1121,65,44,9,246,4253,4339,2368,169,1,163,256894,101174,205,0,19,5,0,261147,Viburnum-tinus
3458,22215,22484,4754,1746,33,1398,975,282,8,0,800,3963,55937,15745,2341,202,68,201759,4817,0,45,1,7,3,205722,Viburnum-tinus
5732,22210,18772,2519,990,1,1255,1573,400,35,0,1090,4184,80689,25511,279,202,505,177784,12660,0,24,0,16,0,181968,Viburnum-tinus
0,11055,20090,1291,4134,0,2001,455,370,1,0,776,3792,14121,64527,180,1102,1,143819,0,0,63,0,4,5,147611,Viburnum-tinus
1208,22264,24517,2543,1019,53,1190,1417,225,99,1,937,3985,45175,31077,481,17,252,176251,1386,429,0,4,5,2,180236,Viburnum-tinus
6523,16004,13275,2948,409,0,564,1482,219,39,1,486,3897,36571,18459,277,12,481,187122,27873,67,4,11,24,0,191019,Viburnum-tinus
7264,18873,15258,2717,752,6,1266,1646,382,46,0,1177,4205,53682,29623,865,38,1248,198833,20643,177,9,12,92,0,203038,Viburnum-tinus
29999,29058,7690,2252,245,20,361,1339,147,30,2,319,4079,10660,1471,57,13,115,226225,62425,432,14,38,81,0,230304,Viburnum-tinus
25288,22877,8197,4024,300,0,585,1516,144,59,3,701,4359,6206,1464,328,9,227,229207,103163,486,0,21,21,0,233566,Viburnum-tinus
6311,23714,20988,2810,663,62,1297,2013,381,100,0,1286,4306,52958,46530,560,121,936,226856,13228,411,0,3,26,0,231162,Viburnum-tinus
3203,16980,19605,3719,1282,0,736,1505,246,18,0,645,4253,49714,49829,629,19,246,212831,5854,145,0,3,30,0,217084,Viburnum-tinus
10812,34302,28708,6423,1000,29,834,1476,431,38,0,697,4383,74597,28291,1613,115,355,241832,19106,71,6,3,47,2,246215,Viburnum-tinus
27563,34335,16973,6440,109,1,571,1520,36,52,2,314,4051,14140,6554,1445,24,134,201190,54589,343,0,29,20,0,205241,Viburnum-tinus
30939,32772,11939,4250,183,0,176,999,108,13,7,226,3974,10307,1502,438,0,81,161539,78007,548,0,21,11,0,165513,Viburnum-tinus
20062,36077,10774,3089,701,9,623,922,214,36,0,439,4223,63080,1979,234,9,27,232235,30739,658,0,7,9,0,236458,Viburnum-tinus
3490,19788,22974,6082,1023,0,1134,1507,325,38,0,796,4186,50806,44941,2234,106,532,207829,5730,16,0,21,83,0,212015,Viburnum-tinus
24009,23645,7508,2053,196,0,196,1096,129,23,5,242,3927,6723,1412,29,0,67,234772,63218,250,0,7,46,0,238699,Viburnum-tinus
36477,44632,16300,5057,234,5,462,1076,115,57,2,407,4176,28789,7723,1188,3,92,199193,76341,396,0,0,15,0,203369,Viburnum-tinus
20406,16871,10545,2250,189,6,237,1303,107,26,7,220,3975,7984,3667,550,0,458,185027,84964,2082,0,48,92,0,189002,Viburnum-tinus
4973,22414,17231,1957,457,13,991,1444,176,90,3,984,3924,69763,16309,257,8,206,168314,6927,257,0,0,4,0,172238,Viburnum-tinus
12567,24079,10899,2186,528,2,590,1126,335,3,0,334,3849,38553,7137,480,38,318,227690,28687,0,57,2,82,0,231539,Viburnum-tinus
36222,33210,9632,2534,325,21,432,1267,115,55,14,363,4327,10507,2621,75,0,149,248236,92857,317,7,11,12,0,252563,Viburnum-tinus
15405,25421,9325,1909,976,0,1212,1566,402,9,1,1048,4249,62762,5801,546,203,696,219587,34766,0,46,3,69,0,223836,Viburnum-tinus
3499,12211,10334,1360,497,71,849,1140,252,17,1,494,3920,35841,25504,121,519,286,226476,9069,1,97,12,65,9,230396,Viburnum-tinus
6565,18809,13820,2753,648,0,622,1445,243,38,0,517,3998,59264,13749,363,15,464,211058,14053,93,0,13,44,0,215056,Viburnum-tinus
7226,20296,13140,1864,757,0,999,1524,503,13,1,741,3843,50138,17795,410,65,1327,180202,14038,12,0,3,92,0,184045,Viburnum-tinus
554,17523,17749,875,591,6,729,792,220,9,1,496,3840,53989,24475,38,14,99,178150,683,19,352,1,9,0,181990,Viburnum-tinus
10660,27713,17384,3655,588,10,906,1441,379,21,0,783,4091,72620,13424,1528,63,670,188832,23006,13,73,2,72,0,192923,Viburnum-tinus
4233,19342,19909,3788,859,0,782,1612,298,21,0,592,4023,42346,31705,552,38,743,192406,6345,174,0,21,84,0,196429,Viburnum-tinus
0,0,419,31,49,40,3946,732,204,325,1,1367,4189,0,2,2,1365,74,351573,0,0,51053,0,0,406,355762,Viburnum-tinus
2034,24030,25514,3853,600,2,713,1400,335,81,0,765,4062,56620,30906,837,0,542,186157,2677,143,0,4,62,0,190219,Viburnum-tinus
2442,15734,12953,1584,601,14,1007,1152,239,54,0,766,3832,74221,10058,144,21,116,161358,3304,144,4,2,46,2,165190,Viburnum-tinus
3837,14834,11500,1440,739,12,890,1092,285,8,0,581,3878,49949,16881,135,366,258,202777,6564,0,205,8,84,0,206655,Viburnum-tinus
27965,16783,5611,3339,424,6,370,673,92,15,0,214,3956,862,677,156,3,34,172446,101924,223,2,14,16,0,176402,Viburnum-tinus
536,17592,18081,1467,834,6,1413,1157,221,46,0,786,3978,55225,19000,69,313,71,217567,580,88,38,2,10,0,221545,Viburnum-tinus
13483,24292,13291,2753,484,0,1070,1461,308,34,0,1051,4036,41782,13930,1034,15,518,206947,28044,122,1,11,69,0,210983,Viburnum-tinus
14423,26452,8527,1860,405,2,467,984,145,30,7,387,3897,50652,2040,89,0,76,194709,22239,493,0,20,8,0,198606,Viburnum-tinus
21250,8264,5029,3626,119,0,302,1712,95,34,2,385,4558,189,379,178,0,192,261231,138858,361,0,7,12,0,265789,Viburnum-tinus
10556,26702,21193,7671,731,49,659,1160,283,18,0,419,3996,38161,9452,3621,45,354,220113,21704,0,41,6,38,2,224109,Viburnum-tinus
12752,34373,20025,1988,808,0,528,1157,159,14,8,363,4006,41550,8286,90,0,274,207971,21497,163,5,32,48,0,211977,Viburnum-tinus
11901,20172,13682,4566,521,0,1104,1812,231,66,2,930,4103,27829,15129,1645,11,894,191461,38143,416,0,24,95,0,195564,Viburnum-tinus
15950,28280,16586,2729,428,1,452,1126,199,15,0,349,3974,57280,16164,196,0,182,140775,35720,142,1,8,46,0,144749,Viburnum-tinus
15582,18558,11389,2952,186,215,532,1392,99,43,2,249,3839,4557,2571,596,323,474,209602,56719,74,31,69,108,5,213441,Viburnum-tinus
14285,24622,12215,2784,589,9,842,1559,355,9,1,524,4207,47962,12401,328,109,507,251122,37617,0,234,4,84,0,255329,Viburnum-tinus
14996,37056,44628,17488,617,23,1356,3014,692,80,3,938,4499,19662,46436,7025,89,1387,155817,31046,77,0,14,119,0,160316,Viburnum-tinus
14244,23507,11757,4275,299,1,532,1308,187,19,0,359,3918,29421,6892,1299,78,366,201571,46509,0,116,16,74,2,205489,Viburnum-tinus
1164,18321,24889,6610,2203,0,1467,1866,460,43,1,1024,4294,52361,47364,1977,170,1434,234952,1298,7,1,5,95,0,239246,Viburnum-tinus
5844,20455,13990,1023,592,10,1450,1541,438,36,3,1119,4122,87031,14004,96,504,1108,175798,11171,2,317,0,44,0,179920,Viburnum-tinus
13909,39936,39594,10094,324,33,993,3261,687,47,6,523,4459,25721,39573,3187,193,1679,157000,28693,239,1,35,271,0,161459,Viburnum-tinus
42013,35851,9400,3259,244,8,597,1835,122,91,6,590,4909,10304,1834,54,3,273,257552,105090,626,1,21,4,0,262461,Viburnum-tinus
3582,15097,17336,2334,1130,5,866,1640,314,56,0,823,4155,44957,57082,252,76,617,179609,5453,146,10,20,86,0,183764,Viburnum-tinus
14912,18940,7084,1799,171,117,552,1457,127,50,3,355,3961,13155,1748,273,348,666,241648,58798,120,48,83,120,0,245609,Viburnum-tinus
27260,22441,7402,3000,184,9,383,1063,76,50,10,396,4105,3916,715,65,0,50,218333,86190,1002,0,26,16,0,222438,Viburnum-tinus
24400,28980,15299,3954,156,0,403,1378,89,76,15,394,4198,9113,4706,118,0,236,190880,76285,421,0,22,5,0,195078,Viburnum-tinus
2506,20222,20428,2236,816,33,1328,963,294,14,0,1000,3957,61629,30311,758,150,151,184297,5371,11,149,0,1,0,188254,Viburnum-tinus
32620,28696,8545,2640,242,0,270,1717,158,39,14,390,4339,8916,1172,358,0,434,185874,103497,420,0,66,112,0,190213,Viburnum-tinus
32310,22069,11179,4890,312,111,474,1169,106,25,10,223,4004,1612,2609,422,26,195,194882,109244,267,34,19,43,0,198886,Viburnum-tinus
21984,26109,11758,3803,223,0,363,1309,120,65,1,337,3828,18756,3596,415,3,243,156421,51803,528,0,20,64,0,160249,Viburnum-tinus
49632,43483,8726,2413,293,0,360,1389,127,40,8,360,4423,9066,1520,68,0,107,226591,99648,442,0,9,20,0,231014,Viburnum-tinus
13510,27122,16854,4874,657,19,714,1198,282,29,0,576,3837,36588,10449,1738,9,492,164195,27419,39,1,9,26,0,168032,Viburnum-tinus
9165,31584,37636,23245,4537,10,1835,3554,1646,86,4,890,4672,35547,27641,28645,235,4205,169230,21442,71,1,10,224,0,173902,Viburnum-tinus
7345,22545,11634,1350,681,217,936,1222,309,38,0,571,4036,88083,7661,23,185,406,190635,9432,73,15,6,53,0,194671,Viburnum-tinus
16939,30039,12614,1832,432,0,677,1350,214,61,0,704,4080,37960,5016,97,7,207,224365,34411,120,19,25,38,0,228445,Viburnum-tinus
28169,21401,9055,2776,151,0,505,1543,110,51,8,650,4524,4090,1290,63,2,66,245963,106173,706,2,5,5,0,250487,Viburnum-tinus
395,17386,20761,1682,877,6,1455,1174,281,11,0,743,4025,41134,38490,191,100,173,227672,434,35,75,3,37,0,231697,Viburnum-tinus
0,1477,14221,3031,6992,9,4004,730,229,55,1,1006,4021,1076,57597,253,1656,11,319853,0,4,241,0,0,87,323874,Viburnum-tinus
8450,19853,13766,1773,402,6,581,1683,205,67,6,646,3992,44746,23498,104,11,340,181172,24935,107,17,22,103,0,185164,Viburnum-tinus
8878,39106,31358,7535,641,149,1132,2873,764,79,0,945,4221,34469,16282,1099,1585,1203,136525,10991,47,9,31,162,0,140746,Viburnum-tinus
20762,16084,7781,6918,258,32,421,1729,169,66,3,528,4275,2225,1528,2733,4,1071,244462,119382,173,1,30,112,0,248737,Viburnum-tinus
32228,27862,24572,8456,184,3,647,3165,223,61,33,137,4293,2354,8328,1430,41,2953,141054,86429,393,0,230,328,0,145347,Viburnum-tinus
36,17492,25258,2894,1988,21,1511,1499,404,33,0,771,4139,29175,59873,540,146,531,241409,36,102,34,19,55,0,245548,Viburnum-tinus
27987,19459,5936,3212,360,74,338,1008,105,27,6,281,3941,1706,643,136,0,119,175452,87772,636,5,28,29,0,179393,Viburnum-tinus
17319,23583,5454,1653,1103,66,1237,2255,837,17,0,921,6429,45186,2225,32,29,248,384950,42100,258,106,35,134,0,391379,Vitex-agnus-castus
8380,10138,3008,1924,1098,15,1166,2586,1008,2,0,1079,7320,5009,704,14,18,170,494651,76115,0,29,21,91,0,501971,Vitex-agnus-castus
20848,27271,4780,1689,1361,0,1368,2485,1068,4,0,1179,6695,51912,1251,55,38,525,413531,44939,339,0,10,60,0,420226,Vitex-agnus-castus
10711,12422,3387,1929,908,0,717,1923,899,17,1,700,6927,15927,390,129,1,47,413959,61005,147,0,12,61,0,420886,Vitex-agnus-castus
14061,21644,5872,1327,908,17,1093,2225,787,46,2,1258,6407,61191,2444,4,12,328,437989,32573,328,58,13,69,16,444396,Vitex-agnus-castus
28074,14416,12018,7740,325,0,845,5414,548,17,10,371,8174,430,1224,1240,159,1413,419230,128032,21,0,72,269,0,427404,Vitex-agnus-castus
0,124,9431,4699,4856,0,2235,2225,403,154,0,1253,6044,15,50681,1020,154,35,384170,0,0,10,1,0,0,390214,Vitex-agnus-castus
8234,9230,2599,2423,1114,0,896,2662,792,0,0,762,6294,2834,403,182,41,475,426971,56846,0,33,39,168,0,433265,Vitex-agnus-castus
10209,10414,2982,2168,693,0,682,2789,745,10,0,820,7318,5082,521,21,6,272,487281,75018,575,4,22,72,0,494599,Vitex-agnus-castus
13529,21364,5639,1086,1012,57,1209,2128,1094,15,0,1150,5829,60292,2203,5,14,255,401671,25560,262,59,11,105,0,407500,Vitex-agnus-castus
35967,18882,19449,8431,256,0,933,5804,518,35,6,484,8730,447,2733,1320,17,1593,456638,96015,145,0,80,291,0,465368,Vitex-agnus-castus
8223,7501,1699,1668,519,0,408,1836,505,21,0,448,6237,2814,243,16,0,153,369532,59316,477,0,27,66,0,375769,Vitex-agnus-castus
21295,23965,5037,2452,1012,10,1001,2898,883,5,0,717,6546,23097,2531,61,30,315,438105,65813,152,34,27,194,0,444651,Vitex-agnus-castus
