@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Median numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier6 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH11 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKSumAverage90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc4 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.299861,1051,159,2,5,145,0.123718,0.007074,127367,22093,19239,16534,13690,6946,3527,1929,1518,483,100,129,252,216,231,909,-0.564075,0.994622,92984.1,104.547,2.28918,598.219,0.001463,334021,143.037,17797,32,6379,1085,549,0,0,71,433,1204,425,68,0,0,421,3863,0,6169,214,29,29,1003,17,162209,64526,39792,0,1299,215,0,2,166072,Prunus-laurocerasus
0.289313,1100,138,4,4,130,0.093486,0.00668,122881,34793,28882,23531,18836,9470,5128,2845,1871,506,125,122,212,230,216,934,-0.565106,0.995069,90894.9,94.6376,2.30153,550.688,0.001387,299831,132.043,15609,31,6933,2080,425,15,6,96,426,1556,442,74,15,0,599,4163,1,5243,428,7,142,1674,20,189397,118064,24759,47,2508,82,16,4,193560,Prunus-laurocerasus
0.303863,891,106,3,2,100,0.131612,0.002722,173166,11361,10911,9721,8333,5516,3715,2306,2025,677,130,144,224,259,280,886,-0.440104,0.938408,105089,120.101,2.00169,706.3,0.02336,431545,165.52,20706,23,11569,3405,385,50,66,0,228,1161,168,99,13,1,208,3667,13,4858,465,0,0,265,2,191233,35458,32756,153,3870,15,55,45,194900,Punica-granatum
0.464468,677,222,2,1,216,0.123243,0.005829,201369,11963,12275,11359,10205,7272,4717,3118,2715,1340,246,255,426,421,256,241,-0.448653,0.925883,103939,104.228,1.77406,732.522,0.027373,451512,142.663,18495,0,13696,4070,1887,51,116,26,535,1028,248,35,20,8,338,3846,70,5211,504,5,1,158,0,236132,14126,57272,242,4574,341,56,13,239978,Punica-granatum
0.428067,1017,84,4,5,74,0.114191,0.000253,185737,8373,8352,8441,8311,7505,5796,4076,3700,1428,146,129,248,248,267,502,-0.436498,0.943598,102367,111.985,2.13259,719.606,0.021166,438604,159.204,27369,38,18877,4247,854,1,13,0,243,1306,152,128,10,5,204,3756,86,9353,581,0,0,376,0,216820,17098,46978,292,4828,93,1,68,220576,Punica-granatum
0.491262,1005,100,4,5,90,0.106001,0.004852,188208,7616,8494,8133,7689,5557,3682,2481,2036,661,242,161,352,321,261,318,-0.430603,0.932394,103330,114.346,2.0028,706.659,0.023521,429392,157.48,20823,3,13083,2513,751,0,27,0,295,924,189,10,14,11,237,3673,96,4617,148,0,1,65,0,191152,16046,55178,361,2661,247,0,3,194825,Punica-granatum
0.312605,774,184,3,1,180,0.092642,0.007184,237499,18027,16884,14437,12489,7403,4078,2593,1989,1076,229,210,359,348,222,275,-0.497372,0.919877,101436,71.1279,1.33792,778.689,0.031429,487943,93.9245,10874,0,15025,972,1665,16,101,224,939,896,171,23,37,3,339,3873,111,22734,56,37,20,185,0,291437,1646,46057,269,1028,3454,16,16,295310,Punica-granatum
0.452787,932,134,2,10,110,0.104066,0.003562,172521,9289,8637,7618,6787,4290,2657,1764,1460,978,169,193,444,442,550,1026,-0.421651,0.923216,109103,152.211,1.97871,697.24,0.024199,429859,209.132,14476,13,3628,2941,411,4,37,0,208,877,142,17,18,0,147,3649,112,157,216,0,0,103,0,178542,56047,18161,239,3157,5,4,12,182191,Punica-granatum
0.193785,815,155,2,2,147,0.091237,0.004899,187828,8565,7988,7927,7340,5785,4176,2942,2886,686,138,173,279,186,146,183,-0.466616,0.955585,101666,86.2087,2.04066,719.019,0.021216,437152,125.373,15562,22,14282,3254,1309,11,54,137,940,1326,169,41,48,14,422,3765,352,17344,697,16,35,578,7,200221,17659,35339,624,3951,1503,11,50,203986,Punica-granatum
0.38383,1999,236,16,6,248,0.326514,0.153408,382048,14120,13225,12829,12296,9757,6528,4112,2944,1321,241,187,271,193,150,158,-0.567654,0.973557,103931,65.5757,1.59092,772.981,0.017241,486282,96.1862,28203,1,20181,2848,1032,2,100,5,1735,2097,496,23,129,1,1387,5046,10,15358,612,0,277,2031,203,423811,38510,42139,220,3460,88,2,19,428857,Quercus-coccifera
0.313156,1464,172,11,8,170,0.154357,0.230894,368448,14790,15056,13326,11279,5073,2085,851,573,523,6,0,0,0,0,0,-0.594044,0.908404,92501.2,10.5307,0.743302,863.267,0.038745,554977,15.6834,0,0,69,79,1065,0,10,8485,7174,2254,751,15,238,0,1662,4157,0,12,1,4320,29172,1638,514,398831,0,0,0,80,17160,0,0,402988,Quercus-coccifera
0.310833,1272,246,9,2,252,0.266199,0.033485,234810,12251,12894,13540,14137,12094,8722,5472,4225,1511,316,202,302,208,140,155,-0.458377,0.948105,101565,88.503,1.98571,738.782,0.022545,453435,138.173,29068,0,25470,5405,1234,59,180,34,2348,1876,302,43,74,4,1050,4555,10,24262,1002,0,243,1420,70,300986,19065,42609,179,6407,235,61,28,305541,Quercus-coccifera
0.207109,961,219,7,0,225,0.480074,0.026462,275369,18987,15338,12975,12217,10160,6993,4464,3515,1126,257,211,324,255,172,190,-0.524721,0.9812,99725.5,67.7504,2.05162,751.047,0.009571,461327,104.195,28872,0,19296,2092,904,46,135,50,1977,2024,402,15,90,3,1574,5007,3,19730,604,0,302,2142,284,350825,24794,45494,101,2696,399,47,10,355832,Quercus-coccifera
0.360946,2098,295,15,7,303,0.280531,0.089664,380250,11473,12285,12289,11919,8778,5438,2913,1976,1102,229,128,227,125,75,89,-0.497759,0.918143,103633,49.3854,1.33385,784.08,0.032335,495765,71.9754,25036,0,17117,2979,926,11,181,13,1674,1968,396,54,93,9,1226,4905,15,21237,579,0,211,1025,90,401505,18465,48819,282,3558,126,11,31,406410,Quercus-coccifera
0.372151,3369,351,16,8,359,0.045958,0.002099,307081,12067,15330,17258,17912,15404,10365,6138,3626,1071,334,221,349,208,112,135,-0.431286,0.949467,101350,74.8527,2.22537,668.509,0.019312,396515,117.75,51719,3,26259,3923,563,111,220,8,1985,2236,306,44,98,23,1175,5106,4,16572,846,0,205,1291,90,320335,52710,91096,241,4769,76,121,39,325441,Quercus-coccifera
0.260556,353,47,5,2,48,0.205094,2.93475,238773,13121,15424,16624,17025,14577,9493,5888,3771,1421,348,198,327,177,166,140,-0.450995,0.950094,101362,72.8039,2.07781,704.306,0.021462,424671,114.182,36927,0,24214,2823,758,93,439,352,2656,1962,381,12,113,1,1639,4952,46,22932,425,31,464,892,167,295656,24279,68933,1008,3248,707,94,9,300608,Quercus-coccifera
0.511267,736,124,6,3,122,0.060227,0.058215,380392,21544,16353,12560,9102,3870,1629,816,495,329,2,0,0,0,0,0,-0.656659,0.96656,92175.3,9.23327,0.8349,868.017,0.022809,559221,14.0157,0,0,333,114,4020,0,72,865,6717,1679,1087,17,81,0,1771,4381,0,209,45,162,40092,1554,345,433140,0,0,0,159,10274,0,1,437521,Quercus-coccifera
0.325319,1841,280,11,4,286,0.300394,0.013409,232419,9917,11456,13634,14801,14312,10193,6490,4412,1039,276,247,451,425,315,573,-0.456897,0.960344,108098,103.874,2.23423,687.609,0.015679,420735,159.554,23271,25,5702,2879,437,30,242,0,739,1834,253,122,25,9,549,4491,0,1158,531,0,18,1523,12,291474,100059,26107,60,3410,3,32,25,295965,Quercus-ilex
0.309155,1129,139,4,1,137,0.082405,0.006552,59967,46975,33643,24401,18827,8316,3718,2003,1157,528,278,168,390,164,12,0,-0.505724,0.992107,96257,43.651,2.43751,618.635,0.000564,352755,69.6079,21054,7,8133,2776,598,0,40,0,573,1979,324,286,17,7,516,4014,31,5558,1915,0,10,2434,37,180107,47969,63568,458,4691,3,0,96,184121,Quercus-ilex
0.316852,1116,137,3,2,131,0.084726,0.00783,138408,32634,32579,28710,24404,11780,4935,2109,999,789,192,58,28,2,6,0,-0.528024,0.98387,98541.4,33.829,2.11951,633.469,0.010776,366534,54.799,26383,3,12884,2867,577,2,368,0,1262,2198,353,361,53,0,646,4256,12,8209,1746,0,112,2832,4,214453,49262,77770,158,4613,6,2,105,218709,Quercus-ilex
0.22438,1291,179,5,4,173,0.29005,0.024106,158247,10271,9551,10861,12765,13650,10984,6922,4841,765,251,209,347,357,298,712,-0.398443,0.937919,108404,135.515,2.39697,675.189,0.018821,411498,211.39,22813,18,5759,2739,188,54,296,2,604,1494,114,48,38,6,341,4150,13,832,240,0,105,655,1,235661,85609,24829,112,2979,0,54,27,239811,Quercus-ilex
0.268382,961,182,4,1,180,0.144136,0.020363,190185,20925,16886,15784,16331,16701,13302,9191,6773,1300,228,270,402,397,247,324,-0.427466,0.97861,97885.5,131.807,2.99383,615.319,0.004409,352638,217.975,56868,56,28948,4873,429,75,74,36,714,1930,194,123,60,10,543,4687,44,6329,944,0,14,1734,4,266277,90112,68782,352,5817,81,76,47,270964,Quercus-ilex
0.322764,824,275,9,3,279,0.217309,0.028957,310741,9347,11145,12694,13548,11197,7818,4845,3414,844,264,245,452,413,262,451,-0.469087,0.946035,107752,78.523,1.87629,720.182,0.021752,446482,121.471,33133,8,7684,2562,397,0,151,0,780,1636,342,62,22,0,721,4622,1,2157,378,0,45,820,13,338267,80953,40683,33,2940,14,0,14,342889,Quercus-ilex
0.335648,1916,289,12,4,297,0.312443,0.137601,186747,18352,13119,10901,11425,12232,10577,7690,5465,722,178,225,397,372,298,911,-0.515485,0.985249,105017,130.179,2.39164,706.085,0.004833,431200,201.829,23203,28,12725,2247,142,0,42,0,341,1684,174,129,35,2,581,4432,46,1447,455,0,12,1051,23,290231,77707,24466,342,2702,0,0,12,294663,Quercus-ilex
0.316856,999,135,3,0,133,0.137952,0.008633,159523,24062,26978,24460,19781,7521,2531,1175,939,557,328,391,742,626,165,10,-0.471473,0.951601,107149,61.3839,1.92872,624.57,0.018615,372102,88.9309,10814,6,2799,1601,405,0,31,0,657,1330,164,75,35,1,378,3967,0,1064,384,0,364,317,0,195429,110139,15194,0,1985,2,0,24,199396,Quercus-ilex
0.269031,34,19,2,0,15,0.213821,0.00677,219654,8345,4537,4406,4893,6821,8158,8445,13401,9566,201,104,106,50,19,24,-0.516256,0.992544,90691.8,202.084,2.87765,657.981,0.001752,373683,389.361,48770,17,34274,21157,6044,0,71,0,3230,2897,168,110,281,7,892,4550,0,2390,5310,0,293,737,60,294720,45819,53514,7,26467,36,0,64,299270,Quercus-ilex
0.196391,934,143,3,0,141,0.103887,0.005768,39572,31635,21746,19299,17845,11995,6333,3225,1598,609,372,200,185,38,8,0,-0.484563,0.991008,96452.1,60.2591,2.76119,608.125,0.000955,345621,102.402,22709,0,9692,3600,697,0,24,0,895,1529,384,156,16,0,590,3639,0,6973,1503,0,745,1246,17,152278,54768,41733,9,5103,8,0,25,155917,Quercus-ilex
0.072222,1196,121,3,3,113,0.094453,0.005269,148134,17961,20215,18917,15787,6527,2382,926,646,491,590,565,622,62,0,0,-0.461119,0.954129,99611.4,59.9907,2.05924,630.56,0.016344,365961,87.8892,14046,0,3882,1498,717,1,87,1,1023,1239,311,44,59,0,634,3945,0,2186,236,0,552,103,21,161469,9714,101803,0,1734,30,1,13,165414,Quercus-ilex
0.485881,19,19,3,1,15,0.067319,0.091714,197896,6287,4419,4373,5172,7201,8691,8784,13593,10272,450,137,147,40,16,16,-0.50164,0.990497,97530.4,252.443,2.93198,668.2,0.002744,390947,471.163,54837,5,35220,11797,6015,1,72,32,4439,2615,203,39,523,5,971,4441,0,3387,1470,0,305,492,24,274589,41930,63782,8,13267,273,1,28,279030,Quercus-ilex
0.292774,875,183,4,1,181,0.161244,0.02397,176297,16000,11989,8867,9716,10922,9541,6601,4687,862,204,161,305,263,195,589,-0.522853,0.981235,106236,114.151,2.19052,722.572,0.007757,446391,173.369,24697,15,6587,2526,185,55,289,2,639,1493,132,72,30,4,404,4074,0,865,391,0,177,508,8,270335,60781,29507,3,2917,0,55,24,274409,Quercus-ilex
0.355341,982,154,2,0,150,0.075595,0.010117,266053,12426,15785,17062,17454,12200,7092,3846,1861,619,373,78,28,0,0,0,-0.532612,0.966668,106473,36.1005,1.73999,715.476,0.019194,440847,56.8572,24209,0,9543,3893,1041,0,100,0,1132,1772,355,166,34,0,633,4174,0,5342,1343,0,794,1167,18,305048,63271,44025,2,5236,17,0,38,309222,Quercus-ilex
0.27118,2065,257,11,9,253,0.373753,0.024705,214085,9919,11962,13414,14393,13718,9907,5863,2789,1149,123,30,20,4,0,0,-0.501619,0.954468,100160,36.7264,1.78217,741.204,0.023303,453540,62.5366,23741,0,21259,2277,2206,1,28,5,1932,1601,620,75,44,0,1413,4282,0,18743,449,0,1120,990,218,277430,2276,65006,2,2726,957,1,15,281712,Quercus-ilex
0.36757,11,4,3,0,2,0.078934,0.159835,40690,31863,31346,30949,29658,23830,16002,9899,6032,431,126,55,100,74,28,66,-0.469369,0.994069,58591.7,49.9562,3.02307,475.753,0.000265,210912,100.644,14192,0,67532,27921,213,0,1328,0,2420,4549,178,1037,238,39,350,5281,5,54132,22885,0,859,14087,8,136565,57079,14578,2298,50806,0,0,1214,141846,Quercus-ilex
0.23271,1804,247,10,6,247,0.388734,0.208654,196348,3729,4403,5834,7102,10114,10487,8344,7596,1303,292,231,499,407,348,527,-0.380612,0.910121,108603,148.558,2.19849,706.504,0.024728,436537,232.164,22678,12,7733,3445,272,7,218,1,685,1537,161,31,23,4,460,4298,11,1099,254,0,32,234,5,255455,73433,24011,136,3699,1,7,11,259753,Quercus-ilex
0.236292,1271,198,6,3,196,0.096237,0.031474,148467,27883,31488,30367,27152,13468,6313,3160,1815,1012,174,92,64,16,1,1,-0.498065,0.976613,98565.9,40.3549,2.20152,613.938,0.013836,352617,67.0486,31747,5,16319,3420,683,41,163,14,1211,2194,328,240,91,1,858,4431,66,9988,868,0,90,1212,42,215610,71143,68764,504,4288,18,41,43,220041,Quercus-ilex
0.076305,649,235,6,3,233,0.119988,0.016358,196346,24098,12223,8872,8531,8731,7760,6070,5325,1147,244,176,272,84,16,0,-0.526615,0.972705,106065,50.4027,1.88385,773.915,0.011739,490103,85.0464,18312,3,9438,4842,448,1,101,0,1018,1580,226,120,96,0,790,4088,1,1663,2026,0,688,828,60,322904,47682,20416,54,6868,0,1,21,326992,Quercus-ilex
0.393419,1009,125,3,2,119,0.132759,0.000906,66103,46426,31663,22754,16911,6248,2426,1302,1212,457,289,350,397,240,192,212,-0.508995,0.989849,101793,62.2309,2.38005,609.017,0.001109,353693,92.8831,16616,0,2471,1608,496,0,16,0,641,1661,289,93,10,2,430,3933,0,1085,242,0,475,594,0,175364,86909,33199,4,1850,21,0,12,179297,Quercus-ilex
0.24459,1305,208,7,2,210,0.277502,0.028566,206699,17605,12760,11996,12785,12692,9968,6866,5534,1454,308,225,366,298,234,543,-0.482083,0.977676,107449,119.079,2.43541,681.376,0.007361,414952,185.466,23494,24,5518,2568,290,16,332,0,623,1775,178,112,64,12,592,4566,22,919,461,0,17,834,29,290282,100908,26036,478,3029,1,16,31,294848,Quercus-ilex
0.391414,3100,392,16,11,394,0.168938,0.011505,217369,5765,6063,7290,8926,12515,12987,10881,10638,1568,312,296,528,528,397,808,-0.401,0.955121,105619,169.521,2.71474,647.148,0.013196,386381,280.343,27856,7,16435,4328,223,1,55,10,718,1804,176,133,46,0,543,4696,0,1605,514,0,10,1170,3,273088,115403,28401,100,4842,55,1,12,277784,Quercus-ilex
0.359241,16,8,2,0,4,0.096876,0.00332,286064,4450,3348,2273,2358,3230,4123,4653,8867,9002,482,130,128,32,4,2,-0.577176,0.984625,102007,218.635,1.95288,775.338,0.009494,485694,372.609,32807,1,27110,7063,4632,0,40,0,3602,1724,209,65,245,2,750,4043,0,2251,284,0,421,137,25,347841,21926,36552,13,7347,178,0,24,351884,Quercus-ilex
0.07971,831,172,3,0,170,0.135719,0.001998,46148,43169,36623,32452,27276,13229,5612,2800,2023,530,228,276,494,304,119,26,-0.509344,0.990805,99312.5,51.474,2.50535,594.839,0.002118,340460,84.1097,24171,16,4609,2108,638,0,67,0,945,2013,351,303,43,4,618,4124,0,1739,1060,0,690,1853,4,184127,92375,44415,0,3168,40,0,46,188251,Quercus-ilex
0.379498,971,159,3,0,157,0.104234,0.013443,211470,8480,11389,13184,14769,12397,8408,4740,3102,919,271,271,356,157,31,2,-0.46972,0.948489,106501,59.81,1.92785,702.554,0.022477,430420,94.4749,27845,4,8141,3564,734,0,128,4,1136,1632,252,155,60,2,713,4154,0,3127,820,0,816,615,13,257261,58541,42735,17,4384,61,0,32,261415,Quercus-ilex
0.511707,2808,597,19,8,611,0.1398,0.143996,194093,39591,40421,33702,26485,10904,4758,2360,1671,1236,429,412,662,442,309,113,-0.579739,0.991103,90066.6,47.1392,1.95756,661.831,0.00517,375762,75.0093,2,0,22211,10437,181,1672,9691,0,2519,2808,81,52,474,1,528,5244,9885,120432,3345,0,654,1193,18,256145,676,2,18215,13782,0,1829,22,261389,Quercus-petraea
0.437156,1348,274,7,4,272,0.163352,0.0342,128579,34480,36536,32980,27443,12151,5313,2191,858,449,226,231,488,564,433,344,-0.559958,0.990065,89678,57.8361,2.05862,660.412,0.006004,374177,87.5202,0,0,24559,10069,109,2523,5546,0,805,1696,107,154,228,1,392,4455,5652,96102,3525,0,57,1427,2,212342,1340,0,13878,13594,0,3455,8,216797,Quercus-petraea
0.369533,2225,360,11,5,364,0.408078,0.211658,232121,40675,39438,33877,26996,10841,4479,2103,1476,655,351,381,487,263,109,39,-0.593418,0.991816,89114.5,35.938,1.8523,674.314,0.006873,383980,56.3458,7,0,22397,13685,195,1568,11099,0,3125,2709,155,271,360,2,461,5048,5214,120964,6731,0,1063,3476,6,284892,1599,7,11207,20416,0,1828,55,289940,Quercus-petraea
0.309056,1701,305,8,3,307,0.237183,0.161013,179200,25346,27264,26564,22239,11346,4687,1805,836,576,307,327,478,391,228,198,-0.588733,0.983202,95371.3,55.1818,1.65328,734.077,0.010735,440882,79.2197,8,0,20010,15000,31,1312,7037,0,1211,1572,18,32,194,0,203,4318,2652,53482,10530,0,358,781,0,256736,342,8,6713,25530,0,1695,8,261054,Quercus-petraea
0.3681,1880,420,21,7,440,0.13655,0.01126,122427,9838,13333,15864,17076,14761,9397,5387,3800,1893,375,245,600,585,530,786,-0.344042,0.920308,91432.5,174.188,2.6408,672.088,0.016507,385549,275.05,7285,0,36932,15607,1223,118,581,42,3723,1142,69,0,141,0,607,4522,0,69829,1774,0,329,16,2,184197,1104,8234,54,17381,65,119,0,188719,Quercus-petraea
0.325322,2247,506,18,8,518,0.179768,0.04064,143399,3856,4777,6267,7442,10464,10575,8505,8534,4790,507,391,671,605,572,993,-0.309246,0.88846,92174,338.326,2.70451,720.418,0.021127,425102,542.485,817,0,47892,21552,3942,139,1639,71,9471,895,40,0,87,0,489,4443,0,39236,408,1,505,0,0,214105,3209,817,349,21960,235,139,0,218548,Quercus-petraea
0.316443,2635,470,21,8,488,0.211512,0.0329,136663,4162,4969,6331,7503,10471,10932,9037,8969,3311,409,372,676,594,621,1207,-0.313372,0.901812,92974.7,295.06,2.79737,695.324,0.018996,405885,473.708,9902,0,48673,22548,2827,68,594,4,4416,1012,57,0,85,0,584,4567,0,35124,3693,0,93,9,5,200133,3949,10507,196,26241,52,68,0,204700,Quercus-petraea
0.389432,2282,324,13,7,328,0.192578,0.229842,233233,37934,36701,31139,24569,9695,4077,2019,1452,937,429,368,461,282,92,6,-0.586559,0.98781,91082.9,35.453,1.74391,692.644,0.00788,401059,55.1575,2,0,22600,7842,80,7710,8942,0,1487,2175,127,107,290,3,467,4846,1995,118681,3051,0,249,1268,5,284026,249,2,5681,10893,0,11733,21,288872,Quercus-petraea
0.281078,1853,453,11,10,447,0.237123,0.069095,181158,26421,31310,31291,27417,12504,5400,2664,2041,836,390,329,626,536,373,302,-0.514651,0.983206,99353.1,62.8562,2.19692,663.999,0.007752,390325,95.852,28932,13,12548,2628,1014,15,101,21,1145,1905,480,181,39,1,676,4714,2,6877,499,0,472,1184,13,255178,18042,115065,56,3127,221,15,20,259892,Quercus-pubescens
0.459276,2050,518,18,9,528,0.071421,0.089748,168073,17796,22405,22907,21917,13217,6740,3234,2303,1556,380,390,802,658,609,725,-0.504153,0.982554,102627,91.4034,2.31724,650.28,0.009125,384563,141.928,28154,8,12280,3705,889,53,59,201,1032,2029,514,122,47,2,779,4751,0,3040,621,78,146,1176,36,229829,68093,54778,45,4326,418,53,15,234580,Quercus-pubescens
0.430351,2089,568,22,6,592,0.090605,0.087209,230576,17830,20936,21956,21137,12369,6021,3045,2318,998,448,384,683,668,516,504,-0.485348,0.948808,107305,66.4255,1.79771,709.47,0.023005,437105,102.793,27778,2,4733,1564,720,55,67,156,1026,2258,605,149,32,3,749,4920,0,1944,170,28,122,968,21,299602,73019,45202,8,1734,186,58,27,304522,Quercus-pubescens
0.410514,2027,326,11,9,322,0.174699,0.006509,74905,38854,29813,25960,22607,11189,5106,2675,1741,982,281,266,500,362,292,211,-0.501319,0.992481,97869.6,67.8322,2.56421,635.673,0.000428,367214,110.02,25841,7,5928,1985,534,61,118,113,838,2138,462,94,41,1,981,4388,0,2542,412,45,65,1873,79,208907,71967,43505,11,2397,25,68,18,213295,Quercus-pubescens
0.438654,2551,453,17,6,467,0.093029,0.00581,185122,19433,22710,24221,23038,13174,6167,2876,1998,804,385,382,660,571,452,952,-0.49168,0.973373,103288,88.9208,2.15482,669.063,0.013825,399654,137.848,30557,5,9920,3294,584,63,213,6,863,2396,708,75,26,0,716,4896,1,2890,499,0,88,1334,20,250721,62044,62479,70,3793,1,64,20,255617,Quercus-pubescens
0.445084,1854,346,6,6,338,0.156407,0.023033,120746,38286,32339,30389,26600,13552,6184,3102,2396,1104,327,307,542,402,226,266,-0.531039,0.99391,99042.6,61.2205,2.45284,660.725,0.000887,387404,101.197,28710,2,10285,2584,709,20,71,128,1250,2438,593,181,59,1,1086,4784,0,4086,795,31,323,2502,128,265313,65626,60007,62,3379,34,20,31,270097,Quercus-pubescens
0.402145,2052,474,20,9,488,0.155716,0.033939,109838,35696,29983,27124,24240,11912,4888,2327,1402,822,354,302,487,365,379,699,-0.512567,0.991191,96724.7,70.3638,2.364,667.692,0.001021,389499,107.965,20639,16,5062,1903,712,57,100,172,1033,2711,926,150,48,3,1247,4893,0,2034,456,14,96,3755,165,252324,66080,42230,10,2359,54,64,30,257217,Quercus-pubescens
0.467715,1627,321,8,6,317,0.186848,0.187393,77255,43857,33441,28689,24433,11470,4666,2313,1512,639,285,273,418,279,186,162,-0.501323,0.991176,94027.2,53.1175,2.44583,650.812,0.000734,373017,86.6234,23985,0,7612,1640,824,54,206,88,1202,2258,868,121,33,3,1337,4421,0,2607,398,10,140,4188,296,233530,54336,56372,56,2038,45,55,11,237951,Quercus-pubescens
0.491325,985,117,4,3,111,0.111141,0.009757,205154,13006,13953,12840,11123,5236,2500,1201,941,606,184,68,46,14,2,0,-0.549047,0.943943,107376,35.7414,1.3259,749.496,0.029995,470688,49.3351,9814,19,5974,2154,501,0,26,2,694,1586,195,121,18,1,382,3669,5,5196,477,0,40,837,1,230711,37951,24337,171,2631,1,0,61,234380,Rhamnus-alaternus
0.07359,1047,106,2,1,100,0.114169,0.003539,261274,23142,24617,23239,19727,9726,4292,2064,1381,1056,54,9,1,0,0,0,-0.532474,0.960168,101947,22.9453,1.60338,703.779,0.023395,425056,36.0462,16856,0,10374,969,1105,0,0,348,1620,1316,768,150,1,0,1558,4211,0,12137,346,187,148,491,181,293641,10515,110150,0,1315,1311,0,5,297852,Rhamnus-alaternus
0.279529,955,144,3,0,142,0.1064,0.000654,167481,14401,17265,17646,16681,10937,5863,3437,2944,812,153,38,26,0,0,0,-0.475777,0.966061,103758,47.9414,2.16854,639.287,0.016775,378033,77.544,22808,0,8761,2987,994,0,8,414,1377,1506,364,121,3,0,681,3957,0,5116,1104,384,290,609,6,201849,76281,37705,0,4091,949,0,21,205806,Rhamnus-alaternus
0.064487,1195,69,3,0,67,0.099953,0.001821,190366,14584,18106,18197,17561,11140,5953,3187,3001,1460,223,54,16,6,0,0,-0.461118,0.948944,106055,49.9303,2.00088,657.029,0.020759,394375,78.7591,25112,1,6466,2221,753,0,0,101,1154,1314,603,33,2,0,855,4019,0,2662,181,30,54,168,20,230117,87118,36965,0,2402,329,0,3,234136,Rhamnus-alaternus
